"","GEO.id","GEO.id2","GEO.display.label","YEAR","HC01_VC03","HC01_VC04","HC01_VC06","HC01_VC07","HC01_VC08","HC01_VC09","HC01_VC10","HC01_VC11","HC01_VC12","HC01_VC75","HC01_VC85","HC01_VC86","HC01_VC87","HC01_VC88","HC01_VC89","HC01_VC90","HC01_VC91"
"335","1400000US11001009802",11001009802,"Census Tract 98.02, District of Columbia, District of Columbia","2012",519,244,133,38,13,0,0,206,120,376,24,107,272,212,3,56,28
"336","1400000US11001009803",11001009803,"Census Tract 98.03, District of Columbia, District of Columbia","2012",1084,488,132,142,32,87,19,259,81,691,91,317,595,393,44,82,105
"337","1400000US11001009804",11001009804,"Census Tract 98.04, District of Columbia, District of Columbia","2012",989,512,198,158,43,40,34,314,121,736,30,270,542,428,53,122,108
"338","1400000US11001009807",11001009807,"Census Tract 98.07, District of Columbia, District of Columbia","2012",1398,759,240,185,26,103,32,471,182,576,93,231,879,682,23,175,125
"339","1400000US11001009810",11001009810,"Census Tract 98.10, District of Columbia, District of Columbia","2012",1012,525,400,16,0,41,23,468,377,725,51,218,393,357,44,56,0
"340","1400000US11001009811",11001009811,"Census Tract 98.11, District of Columbia, District of Columbia","2012",1723,908,642,124,81,148,148,636,413,1378,23,385,1011,525,13,95,55
"341","1400000US11001009901",11001009901,"Census Tract 99.01, District of Columbia, District of Columbia","2012",1010,610,172,474,158,30,5,106,9,377,32,41,340,537,102,391,380
"342","1400000US11001009902",11001009902,"Census Tract 99.02, District of Columbia, District of Columbia","2012",1208,722,239,160,22,76,28,486,189,524,59,322,612,524,99,288,187
"343","1400000US11001009903",11001009903,"Census Tract 99.03, District of Columbia, District of Columbia","2012",667,351,139,50,0,46,4,255,135,339,6,66,462,151,49,128,77
"344","1400000US11001009904",11001009904,"Census Tract 99.04, District of Columbia, District of Columbia","2012",700,302,165,78,40,59,52,165,73,377,48,120,486,196,27,99,50
"345","1400000US11001009905",11001009905,"Census Tract 99.05, District of Columbia, District of Columbia","2012",1018,523,318,194,99,33,21,296,198,725,51,181,605,432,19,106,103
"346","1400000US11001009906",11001009906,"Census Tract 99.06, District of Columbia, District of Columbia","2012",598,365,229,163,85,34,7,168,137,387,58,103,456,199,48,58,42
"347","1400000US11001009907",11001009907,"Census Tract 99.07, District of Columbia, District of Columbia","2012",1038,612,402,119,44,40,27,453,331,788,69,333,571,304,9,29,42
"348","1400000US11001010100",11001010100,"Census Tract 101, District of Columbia, District of Columbia","2012",1778,285,85,285,85,0,0,0,0,370,257,35,87,145,50,547,901
"349","1400000US11001010200",11001010200,"Census Tract 102, District of Columbia, District of Columbia","2012",1465,498,154,268,37,13,13,217,104,277,26,34,172,247,60,547,932
"350","1400000US11001010300",11001010300,"Census Tract 103, District of Columbia, District of Columbia","2012",1092,630,224,298,64,62,23,270,137,633,172,199,455,584,150,386,407
"351","1400000US11001010400",11001010400,"Census Tract 104, District of Columbia, District of Columbia","2012",1517,822,370,201,90,122,79,499,201,1117,132,324,1003,700,178,311,175
"352","1400000US11001010500",11001010500,"Census Tract 105, District of Columbia, District of Columbia","2012",2413,679,115,398,31,48,23,233,61,452,61,147,708,466,60,1130,838
"353","1400000US11001010600",11001010600,"Census Tract 106, District of Columbia, District of Columbia","2012",1799,636,210,347,91,68,31,221,88,1191,75,233,432,344,50,919,860
"354","1400000US11001010700",11001010700,"Census Tract 107, District of Columbia, District of Columbia","2012",1253,138,4,115,0,0,0,23,4,706,7,52,102,80,17,442,699
"355","1400000US11001010800",11001010800,"Census Tract 108, District of Columbia, District of Columbia","2012",953,54,0,38,0,0,0,16,0,5911,21,0,32,30,10,244,283
"356","1400000US11001010900",11001010900,"Census Tract 109, District of Columbia, District of Columbia","2012",1128,595,447,95,20,44,44,456,383,899,66,110,662,288,117,192,82
"357","1400000US11001011000",11001011000,"Census Tract 110, District of Columbia, District of Columbia","2012",2294,511,105,301,79,36,0,174,26,298,38,32,147,400,52,833,1507
"358","1400000US11001011100",11001011100,"Census Tract 111, District of Columbia, District of Columbia","2012",1662,843,299,399,144,66,34,378,121,963,124,452,1131,787,227,647,163
"359","1400000US11001000100",11001000100,"Census Tract 1, District of Columbia, District of Columbia","2013",2423,1056,449,983,390,0,0,73,59,669,0,0,132,185,60,1012,2366
"360","1400000US11001000201",11001000201,"Census Tract 2.01, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,3843,0,0,0,29,0,9,14
"361","1400000US11001000202",11001000202,"Census Tract 2.02, District of Columbia, District of Columbia","2013",1765,680,235,597,164,5,5,78,66,1971,13,35,20,131,20,921,1521
"362","1400000US11001000300",11001000300,"Census Tract 3, District of Columbia, District of Columbia","2013",2493,1115,548,943,417,52,40,120,91,1475,71,85,178,330,88,1192,2172
"363","1400000US11001000400",11001000400,"Census Tract 4, District of Columbia, District of Columbia","2013",603,391,122,354,104,9,4,28,14,294,20,36,75,100,28,250,703
"364","1400000US11001000501",11001000501,"Census Tract 5.01, District of Columbia, District of Columbia","2013",1954,460,159,401,137,0,0,59,22,768,5,31,81,195,0,862,1305
"365","1400000US11001000502",11001000502,"Census Tract 5.02, District of Columbia, District of Columbia","2013",1647,520,260,504,244,0,0,16,16,507,52,32,112,157,38,617,1496
"366","1400000US11001000600",11001000600,"Census Tract 6, District of Columbia, District of Columbia","2013",2092,836,318,750,265,0,0,86,53,890,78,40,160,164,51,1075,2052
"367","1400000US11001000701",11001000701,"Census Tract 7.01, District of Columbia, District of Columbia","2013",3275,950,317,873,295,0,0,77,22,743,42,166,237,236,76,1586,1990
"368","1400000US11001000702",11001000702,"Census Tract 7.02, District of Columbia, District of Columbia","2013",2253,456,127,324,73,93,30,39,24,625,18,0,93,301,140,1167,1199
"369","1400000US11001000801",11001000801,"Census Tract 8.01, District of Columbia, District of Columbia","2013",2957,1526,647,1223,517,138,109,165,21,1797,128,103,93,376,55,1465,2202
"370","1400000US11001000802",11001000802,"Census Tract 8.02, District of Columbia, District of Columbia","2013",1321,518,267,433,220,11,11,74,36,842,0,13,62,69,71,682,1044
"371","1400000US11001000901",11001000901,"Census Tract 9.01, District of Columbia, District of Columbia","2013",1536,1080,446,1036,436,24,0,20,10,4332,17,28,93,268,58,941,1629
"372","1400000US11001000902",11001000902,"Census Tract 9.02, District of Columbia, District of Columbia","2013",794,543,305,471,265,16,6,56,34,658,1,10,47,116,67,449,808
"373","1400000US11001001001",11001001001,"Census Tract 10.01, District of Columbia, District of Columbia","2013",2834,2018,1007,1610,792,104,70,304,145,2621,30,26,171,354,48,1507,3100
"374","1400000US11001001002",11001001002,"Census Tract 10.02, District of Columbia, District of Columbia","2013",1769,424,127,376,127,16,0,32,0,1230,73,33,73,262,12,478,1152
"375","1400000US11001001100",11001001100,"Census Tract 11, District of Columbia, District of Columbia","2013",1992,1184,459,893,297,64,34,227,128,890,77,25,113,221,98,1056,1728
"376","1400000US11001001200",11001001200,"Census Tract 12, District of Columbia, District of Columbia","2013",2397,1002,372,840,287,26,0,136,85,941,80,47,264,237,0,1504,1911
"377","1400000US11001001301",11001001301,"Census Tract 13.01, District of Columbia, District of Columbia","2013",1965,816,252,748,208,52,44,16,0,940,9,43,43,83,34,834,2082
"378","1400000US11001001302",11001001302,"Census Tract 13.02, District of Columbia, District of Columbia","2013",4898,1181,285,1124,285,31,0,26,0,1313,0,0,165,472,122,2055,3741
"379","1400000US11001001401",11001001401,"Census Tract 14.01, District of Columbia, District of Columbia","2013",1425,778,403,734,369,9,9,35,25,973,30,0,68,144,41,766,1348
"380","1400000US11001001402",11001001402,"Census Tract 14.02, District of Columbia, District of Columbia","2013",1396,645,335,552,290,23,0,70,45,688,10,201,82,144,32,719,1000
"381","1400000US11001001500",11001001500,"Census Tract 15, District of Columbia, District of Columbia","2013",2012,1621,790,1511,768,14,0,96,22,1516,40,42,143,334,116,1272,2386
"382","1400000US11001001600",11001001600,"Census Tract 16, District of Columbia, District of Columbia","2013",1503,1063,367,824,268,79,38,160,61,875,1,82,231,309,94,1065,1452
"383","1400000US11001001702",11001001702,"Census Tract 17.02, District of Columbia, District of Columbia","2013",1285,611,221,409,154,20,0,182,67,508,47,120,397,385,83,495,788
"384","1400000US11001001803",11001001803,"Census Tract 18.03, District of Columbia, District of Columbia","2013",1618,826,424,539,319,110,52,177,53,915,213,225,629,419,164,501,413
"385","1400000US11001001804",11001001804,"Census Tract 18.04, District of Columbia, District of Columbia","2013",2000,1012,403,476,234,182,48,354,121,1386,878,428,791,801,140,456,428
"386","1400000US11001001901",11001001901,"Census Tract 19.01, District of Columbia, District of Columbia","2013",1455,951,315,499,188,94,42,358,85,1086,101,145,650,842,101,376,565
"387","1400000US11001001902",11001001902,"Census Tract 19.02, District of Columbia, District of Columbia","2013",797,525,177,282,76,17,5,226,96,445,78,48,293,434,122,278,365
"388","1400000US11001002001",11001002001,"Census Tract 20.01, District of Columbia, District of Columbia","2013",958,566,251,387,215,47,20,132,16,548,140,133,482,279,85,442,373
"389","1400000US11001002002",11001002002,"Census Tract 20.02, District of Columbia, District of Columbia","2013",1470,688,289,385,161,74,34,229,94,752,159,187,614,501,134,554,595
"390","1400000US11001002101",11001002101,"Census Tract 21.01, District of Columbia, District of Columbia","2013",2039,1143,491,678,306,99,19,366,166,1550,508,284,1428,717,95,680,271
"391","1400000US11001002102",11001002102,"Census Tract 21.02, District of Columbia, District of Columbia","2013",2061,966,439,250,85,133,15,583,339,1285,199,289,794,688,89,896,450
"392","1400000US11001002201",11001002201,"Census Tract 22.01, District of Columbia, District of Columbia","2013",1061,735,176,384,100,32,11,319,65,952,300,226,739,412,79,511,230
"393","1400000US11001002202",11001002202,"Census Tract 22.02, District of Columbia, District of Columbia","2013",1347,702,465,251,150,109,104,342,211,1001,178,99,823,495,46,468,257
"394","1400000US11001002301",11001002301,"Census Tract 23.01, District of Columbia, District of Columbia","2013",1047,634,267,272,105,71,39,291,123,512,107,276,545,364,72,384,463
"395","1400000US11001002302",11001002302,"Census Tract 23.02, District of Columbia, District of Columbia","2013",824,143,78,26,0,10,10,107,68,583,20,93,246,262,52,247,412
"396","1400000US11001002400",11001002400,"Census Tract 24, District of Columbia, District of Columbia","2013",1342,727,289,380,140,71,10,276,139,898,233,204,770,448,87,598,569
"397","1400000US11001002501",11001002501,"Census Tract 25.01, District of Columbia, District of Columbia","2013",955,373,225,204,178,0,0,169,47,593,139,164,373,177,105,336,410
"398","1400000US11001002502",11001002502,"Census Tract 25.02, District of Columbia, District of Columbia","2013",2169,935,457,470,299,70,25,395,133,1082,476,289,1095,634,117,490,796
"399","1400000US11001002600",11001002600,"Census Tract 26, District of Columbia, District of Columbia","2013",973,579,241,499,221,29,9,51,11,593,4,44,131,256,84,499,841
"400","1400000US11001002701",11001002701,"Census Tract 27.01, District of Columbia, District of Columbia","2013",2551,758,271,552,146,92,61,114,64,845,168,180,414,478,63,1156,1403
"401","1400000US11001002702",11001002702,"Census Tract 27.02, District of Columbia, District of Columbia","2013",2180,1009,377,836,332,114,30,59,15,1022,299,199,480,371,67,1094,1943
"402","1400000US11001002801",11001002801,"Census Tract 28.01, District of Columbia, District of Columbia","2013",1771,754,332,245,107,261,86,248,139,784,286,334,574,476,99,692,515
"403","1400000US11001002802",11001002802,"Census Tract 28.02, District of Columbia, District of Columbia","2013",2035,760,278,293,82,199,40,268,156,1147,588,440,619,506,43,619,720
"404","1400000US11001002900",11001002900,"Census Tract 29, District of Columbia, District of Columbia","2013",1595,682,247,367,162,59,11,256,74,980,423,164,654,249,113,732,1137
"405","1400000US11001003000",11001003000,"Census Tract 30, District of Columbia, District of Columbia","2013",1460,578,293,224,87,34,23,320,183,976,209,138,253,258,13,981,815
"406","1400000US11001003100",11001003100,"Census Tract 31, District of Columbia, District of Columbia","2013",995,474,234,192,97,87,15,195,122,813,350,151,421,307,26,547,326
"407","1400000US11001003200",11001003200,"Census Tract 32, District of Columbia, District of Columbia","2013",1730,1023,334,409,149,126,45,488,140,1046,508,496,872,474,87,523,490
"408","1400000US11001003301",11001003301,"Census Tract 33.01, District of Columbia, District of Columbia","2013",1431,481,152,311,116,43,8,127,28,818,18,132,319,403,131,658,894
"409","1400000US11001003302",11001003302,"Census Tract 33.02, District of Columbia, District of Columbia","2013",917,454,180,255,85,28,6,171,89,545,64,96,208,162,68,444,565
"410","1400000US11001003400",11001003400,"Census Tract 34, District of Columbia, District of Columbia","2013",1270,459,158,155,75,103,46,201,37,2655,174,138,233,225,10,861,582
"411","1400000US11001003500",11001003500,"Census Tract 35, District of Columbia, District of Columbia","2013",1072,350,149,156,28,12,12,182,109,2537,244,166,346,370,50,488,372
"412","1400000US11001003600",11001003600,"Census Tract 36, District of Columbia, District of Columbia","2013",1925,608,279,264,77,73,41,271,161,982,292,173,565,418,117,972,944
"413","1400000US11001003700",11001003700,"Census Tract 37, District of Columbia, District of Columbia","2013",2328,715,366,276,110,61,33,378,223,1822,197,363,436,338,104,1012,938
"414","1400000US11001003800",11001003800,"Census Tract 38, District of Columbia, District of Columbia","2013",2821,789,223,550,148,124,75,115,0,791,182,146,186,473,123,1325,1900
"415","1400000US11001003900",11001003900,"Census Tract 39, District of Columbia, District of Columbia","2013",2647,670,182,530,158,41,0,99,24,642,61,55,297,299,61,1393,2046
"416","1400000US11001004001",11001004001,"Census Tract 40.01, District of Columbia, District of Columbia","2013",2157,458,137,408,111,39,15,11,11,321,27,0,48,121,35,1014,1781
"417","1400000US11001004002",11001004002,"Census Tract 40.02, District of Columbia, District of Columbia","2013",1705,343,73,309,73,12,0,22,0,326,43,13,129,229,26,726,1166
"418","1400000US11001004100",11001004100,"Census Tract 41, District of Columbia, District of Columbia","2013",1437,484,141,424,120,32,8,28,13,382,33,73,103,134,43,632,1230
"419","1400000US11001004201",11001004201,"Census Tract 42.01, District of Columbia, District of Columbia","2013",2101,386,89,297,74,0,0,89,15,436,95,0,179,249,7,1035,1606
"420","1400000US11001004202",11001004202,"Census Tract 42.02, District of Columbia, District of Columbia","2013",1751,257,54,242,54,7,0,8,0,457,0,5,26,99,20,955,1333
"421","1400000US11001004300",11001004300,"Census Tract 43, District of Columbia, District of Columbia","2013",1896,493,236,373,150,81,64,39,22,452,208,117,176,250,37,1021,944
"422","1400000US11001004400",11001004400,"Census Tract 44, District of Columbia, District of Columbia","2013",2554,623,247,530,211,0,0,93,36,689,174,103,287,173,86,1764,2102
"423","1400000US11001004600",11001004600,"Census Tract 46, District of Columbia, District of Columbia","2013",1232,541,248,204,82,101,21,236,145,421,92,141,545,286,86,562,517
"424","1400000US11001004701",11001004701,"Census Tract 47.01, District of Columbia, District of Columbia","2013",1862,699,343,229,66,0,0,470,277,907,81,395,491,354,161,440,482
"425","1400000US11001004702",11001004702,"Census Tract 47.02, District of Columbia, District of Columbia","2013",1143,255,62,159,13,0,0,96,49,424,57,168,156,211,82,518,641
"426","1400000US11001004801",11001004801,"Census Tract 48.01, District of Columbia, District of Columbia","2013",1015,275,65,163,51,37,0,75,14,300,73,132,279,314,9,498,509
"427","1400000US11001004802",11001004802,"Census Tract 48.02, District of Columbia, District of Columbia","2013",1553,648,238,281,80,83,51,284,107,810,192,194,490,261,80,513,593
"428","1400000US11001004901",11001004901,"Census Tract 49.01, District of Columbia, District of Columbia","2013",1051,486,295,235,122,31,25,220,148,620,126,105,293,216,35,488,466
"429","1400000US11001004902",11001004902,"Census Tract 49.02, District of Columbia, District of Columbia","2013",1381,452,136,251,41,40,16,161,79,526,190,143,168,213,54,511,806
"430","1400000US11001005001",11001005001,"Census Tract 50.01, District of Columbia, District of Columbia","2013",929,241,68,238,68,0,0,3,0,158,46,76,75,122,22,727,718
"431","1400000US11001005002",11001005002,"Census Tract 50.02, District of Columbia, District of Columbia","2013",3406,781,136,593,136,111,0,77,0,631,518,191,474,468,226,1106,1952
"432","1400000US11001005201",11001005201,"Census Tract 52.01, District of Columbia, District of Columbia","2013",4101,479,166,468,166,0,0,11,0,890,110,68,208,321,99,1605,2788
"433","1400000US11001005301",11001005301,"Census Tract 53.01, District of Columbia, District of Columbia","2013",3412,575,224,496,181,54,43,25,0,546,0,0,120,196,67,1507,2611
"434","1400000US11001005500",11001005500,"Census Tract 55, District of Columbia, District of Columbia","2013",3930,965,214,802,113,21,0,142,101,1543,27,37,271,224,50,1584,3027
"435","1400000US11001005600",11001005600,"Census Tract 56, District of Columbia, District of Columbia","2013",3510,622,77,513,77,69,0,40,0,2449,162,0,163,359,47,1115,2001
"436","1400000US11001005800",11001005800,"Census Tract 58, District of Columbia, District of Columbia","2013",1667,434,140,345,123,8,8,81,9,226,96,110,68,85,33,651,1237
"437","1400000US11001005900",11001005900,"Census Tract 59, District of Columbia, District of Columbia","2013",1339,197,35,186,35,0,0,11,0,734,77,192,273,215,60,810,673
"438","1400000US11001006202",11001006202,"Census Tract 62.02, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","1400000US11001006400",11001006400,"Census Tract 64, District of Columbia, District of Columbia","2013",986,498,248,87,31,58,7,353,210,553,63,302,441,229,72,116,141
"440","1400000US11001006500",11001006500,"Census Tract 65, District of Columbia, District of Columbia","2013",1240,567,210,504,163,14,14,49,33,324,36,9,157,161,28,695,1035
"441","1400000US11001006600",11001006600,"Census Tract 66, District of Columbia, District of Columbia","2013",866,412,128,398,128,0,0,14,0,322,2,12,9,72,38,468,868
"442","1400000US11001006700",11001006700,"Census Tract 67, District of Columbia, District of Columbia","2013",1742,931,302,762,249,39,29,130,24,632,22,105,153,136,0,1057,1651
"443","1400000US11001006801",11001006801,"Census Tract 68.01, District of Columbia, District of Columbia","2013",847,372,91,177,40,29,0,166,51,350,57,155,289,283,25,346,440
"444","1400000US11001006802",11001006802,"Census Tract 68.02, District of Columbia, District of Columbia","2013",922,427,226,289,154,20,16,118,56,550,25,95,189,279,72,308,617
"445","1400000US11001006804",11001006804,"Census Tract 68.04, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,43,141,525,1199,344,72,51,18
"446","1400000US11001006900",11001006900,"Census Tract 69, District of Columbia, District of Columbia","2013",1206,471,186,361,186,0,0,110,0,274,26,106,224,153,34,615,851
"447","1400000US11001007000",11001007000,"Census Tract 70, District of Columbia, District of Columbia","2013",1135,409,110,352,82,0,0,57,28,378,22,35,109,168,23,674,857
"448","1400000US11001007100",11001007100,"Census Tract 71, District of Columbia, District of Columbia","2013",1346,551,216,266,66,53,19,232,131,882,145,148,437,272,43,540,646
"449","1400000US11001007200",11001007200,"Census Tract 72, District of Columbia, District of Columbia","2013",1774,501,138,338,66,30,16,133,56,435,70,105,426,85,51,822,1007
"450","1400000US11001007301",11001007301,"Census Tract 73.01, District of Columbia, District of Columbia","2013",775,708,525,643,460,11,11,54,54,1022,0,0,117,463,194,338,277
"451","1400000US11001007304",11001007304,"Census Tract 73.04, District of Columbia, District of Columbia","2013",1227,802,380,186,39,87,27,529,314,1015,149,446,775,475,101,149,91
"452","1400000US11001007401",11001007401,"Census Tract 74.01, District of Columbia, District of Columbia","2013",909,560,376,40,25,96,48,424,303,823,100,322,535,204,23,66,23
"453","1400000US11001007403",11001007403,"Census Tract 74.03, District of Columbia, District of Columbia","2013",1094,759,462,100,72,40,16,619,374,1348,76,343,677,433,45,59,51
"454","1400000US11001007404",11001007404,"Census Tract 74.04, District of Columbia, District of Columbia","2013",1163,745,510,145,96,67,20,533,394,1433,168,154,751,243,86,237,72
"455","1400000US11001007406",11001007406,"Census Tract 74.06, District of Columbia, District of Columbia","2013",1000,743,470,119,63,48,18,576,389,1507,59,282,668,320,45,41,8
"456","1400000US11001007407",11001007407,"Census Tract 74.07, District of Columbia, District of Columbia","2013",1094,706,362,174,52,168,99,364,211,742,22,163,733,388,60,142,35
"457","1400000US11001007408",11001007408,"Census Tract 74.08, District of Columbia, District of Columbia","2013",1024,636,325,104,14,78,17,454,294,893,87,418,832,251,40,38,14
"458","1400000US11001007409",11001007409,"Census Tract 74.09, District of Columbia, District of Columbia","2013",1559,920,575,193,104,78,43,649,428,1126,35,304,1097,388,62,79,48
"459","1400000US11001007502",11001007502,"Census Tract 75.02, District of Columbia, District of Columbia","2013",1674,963,546,158,73,34,23,771,450,1565,99,415,1162,534,143,210,101
"460","1400000US11001007503",11001007503,"Census Tract 75.03, District of Columbia, District of Columbia","2013",893,516,307,125,40,15,7,376,260,783,49,221,583,262,50,56,70
"461","1400000US11001007504",11001007504,"Census Tract 75.04, District of Columbia, District of Columbia","2013",949,500,253,118,10,92,48,290,195,772,97,210,536,275,11,90,105
"462","1400000US11001007601",11001007601,"Census Tract 76.01, District of Columbia, District of Columbia","2013",1785,854,308,322,49,96,53,436,206,877,85,403,1340,716,122,222,164
"463","1400000US11001007603",11001007603,"Census Tract 76.03, District of Columbia, District of Columbia","2013",1879,713,223,272,11,65,23,376,189,592,70,264,841,717,137,403,304
"464","1400000US11001007604",11001007604,"Census Tract 76.04, District of Columbia, District of Columbia","2013",1606,773,277,326,64,113,63,334,150,767,117,147,777,630,126,420,353
"465","1400000US11001007605",11001007605,"Census Tract 76.05, District of Columbia, District of Columbia","2013",1568,787,245,280,61,110,80,397,104,560,122,361,1220,423,96,226,191
"466","1400000US11001007703",11001007703,"Census Tract 77.03, District of Columbia, District of Columbia","2013",2247,1222,659,216,121,98,63,908,475,1293,87,525,1114,873,243,249,29
"467","1400000US11001007707",11001007707,"Census Tract 77.07, District of Columbia, District of Columbia","2013",1503,962,344,303,102,101,22,558,220,1140,42,314,1102,632,91,223,231
"468","1400000US11001007708",11001007708,"Census Tract 77.08, District of Columbia, District of Columbia","2013",1100,635,294,97,40,132,84,406,170,798,57,167,908,292,91,63,84
"469","1400000US11001007709",11001007709,"Census Tract 77.09, District of Columbia, District of Columbia","2013",953,304,115,62,11,20,0,222,104,243,85,146,535,325,23,107,79
"470","1400000US11001007803",11001007803,"Census Tract 78.03, District of Columbia, District of Columbia","2013",1328,581,225,157,16,50,34,374,175,647,174,143,895,459,68,193,121
"471","1400000US11001007804",11001007804,"Census Tract 78.04, District of Columbia, District of Columbia","2013",1134,607,257,243,66,58,51,306,140,655,201,430,849,485,49,95,80
"472","1400000US11001007806",11001007806,"Census Tract 78.06, District of Columbia, District of Columbia","2013",848,470,206,107,15,83,23,280,168,564,67,101,692,300,32,148,13
"473","1400000US11001007807",11001007807,"Census Tract 78.07, District of Columbia, District of Columbia","2013",879,507,275,174,88,5,0,328,187,707,50,225,582,317,47,53,55
"474","1400000US11001007808",11001007808,"Census Tract 78.08, District of Columbia, District of Columbia","2013",1294,879,448,192,105,54,0,633,343,1837,65,454,970,270,36,282,69
"475","1400000US11001007809",11001007809,"Census Tract 78.09, District of Columbia, District of Columbia","2013",1177,683,333,133,16,75,0,475,317,743,49,309,690,346,131,119,149
"476","1400000US11001007901",11001007901,"Census Tract 79.01, District of Columbia, District of Columbia","2013",1647,950,412,195,31,201,120,554,261,1216,151,501,719,672,202,320,355
"477","1400000US11001007903",11001007903,"Census Tract 79.03, District of Columbia, District of Columbia","2013",745,335,97,166,32,47,27,122,38,366,56,89,390,295,43,189,108
"478","1400000US11001008001",11001008001,"Census Tract 80.01, District of Columbia, District of Columbia","2013",1277,583,200,359,100,38,10,186,90,383,56,51,195,348,94,740,730
"479","1400000US11001008002",11001008002,"Census Tract 80.02, District of Columbia, District of Columbia","2013",1544,756,290,512,227,48,10,196,53,642,72,171,394,300,178,751,1045
"480","1400000US11001008100",11001008100,"Census Tract 81, District of Columbia, District of Columbia","2013",1319,580,253,470,217,46,10,64,26,580,21,38,124,293,50,962,1098
"481","1400000US11001008200",11001008200,"Census Tract 82, District of Columbia, District of Columbia","2013",1462,379,171,340,151,12,0,27,20,635,10,0,15,130,28,1066,1139
"482","1400000US11001008301",11001008301,"Census Tract 83.01, District of Columbia, District of Columbia","2013",1093,473,186,356,157,32,18,85,11,451,35,30,111,81,19,815,927
"483","1400000US11001008302",11001008302,"Census Tract 83.02, District of Columbia, District of Columbia","2013",986,396,185,352,158,27,27,17,0,365,25,66,75,120,9,703,869
"484","1400000US11001008402",11001008402,"Census Tract 84.02, District of Columbia, District of Columbia","2013",1055,348,85,256,61,55,13,37,11,249,36,192,247,260,25,517,612
"485","1400000US11001008410",11001008410,"Census Tract 84.10, District of Columbia, District of Columbia","2013",540,224,89,111,29,37,12,76,48,333,16,66,182,148,59,328,271
"486","1400000US11001008701",11001008701,"Census Tract 87.01, District of Columbia, District of Columbia","2013",872,329,81,79,5,28,0,222,76,508,37,265,469,227,64,319,334
"487","1400000US11001008702",11001008702,"Census Tract 87.02, District of Columbia, District of Columbia","2013",716,332,77,68,13,65,11,199,53,485,49,234,333,304,87,236,201
"488","1400000US11001008802",11001008802,"Census Tract 88.02, District of Columbia, District of Columbia","2013",1816,861,270,199,30,138,41,524,199,982,120,429,1002,757,80,465,390
"489","1400000US11001008803",11001008803,"Census Tract 88.03, District of Columbia, District of Columbia","2013",481,195,120,64,24,11,0,120,96,1188,69,166,400,215,28,81,52
"490","1400000US11001008804",11001008804,"Census Tract 88.04, District of Columbia, District of Columbia","2013",1137,430,196,106,49,72,13,252,134,669,106,475,609,440,64,177,117
"491","1400000US11001008903",11001008903,"Census Tract 89.03, District of Columbia, District of Columbia","2013",1281,669,388,79,9,49,13,541,366,862,66,418,734,363,12,206,146
"492","1400000US11001008904",11001008904,"Census Tract 89.04, District of Columbia, District of Columbia","2013",1529,626,320,180,90,106,86,340,144,747,151,534,744,460,101,234,103
"493","1400000US11001009000",11001009000,"Census Tract 90, District of Columbia, District of Columbia","2013",1707,509,219,208,142,66,23,235,54,392,165,262,583,500,167,289,388
"494","1400000US11001009102",11001009102,"Census Tract 91.02, District of Columbia, District of Columbia","2013",1757,998,598,313,132,71,71,614,395,1753,107,544,1066,666,148,371,153
"495","1400000US11001009201",11001009201,"Census Tract 92.01, District of Columbia, District of Columbia","2013",554,211,78,82,22,16,12,113,44,624,85,75,244,182,30,128,319
"496","1400000US11001009203",11001009203,"Census Tract 92.03, District of Columbia, District of Columbia","2013",1031,399,221,122,110,22,0,255,111,614,144,146,267,357,49,441,326
"497","1400000US11001009204",11001009204,"Census Tract 92.04, District of Columbia, District of Columbia","2013",1366,664,355,249,102,121,57,294,196,685,141,240,637,526,52,223,134
"498","1400000US11001009301",11001009301,"Census Tract 93.01, District of Columbia, District of Columbia","2013",1234,788,319,567,250,27,0,194,69,755,16,76,602,462,90,531,741
"499","1400000US11001009302",11001009302,"Census Tract 93.02, District of Columbia, District of Columbia","2013",435,229,76,145,35,0,0,84,41,293,47,65,254,124,43,118,147
"500","1400000US11001009400",11001009400,"Census Tract 94, District of Columbia, District of Columbia","2013",1647,841,275,487,202,49,0,305,73,1104,139,112,813,699,178,510,718
"501","1400000US11001009501",11001009501,"Census Tract 95.01, District of Columbia, District of Columbia","2013",1746,1020,590,491,295,120,98,409,197,3512,408,258,1004,812,145,293,426
"502","1400000US11001009503",11001009503,"Census Tract 95.03, District of Columbia, District of Columbia","2013",1220,798,260,449,106,22,0,327,154,887,29,104,522,451,135,646,467
"503","1400000US11001009504",11001009504,"Census Tract 95.04, District of Columbia, District of Columbia","2013",1218,588,156,214,7,157,53,217,96,525,124,179,634,505,44,300,522
"504","1400000US11001009505",11001009505,"Census Tract 95.05, District of Columbia, District of Columbia","2013",1029,563,161,255,105,78,0,230,56,499,128,191,552,493,19,372,221
"505","1400000US11001009507",11001009507,"Census Tract 95.07, District of Columbia, District of Columbia","2013",607,348,63,182,50,19,0,147,13,427,43,62,336,259,87,182,156
"506","1400000US11001009508",11001009508,"Census Tract 95.08, District of Columbia, District of Columbia","2013",1584,687,261,440,158,123,46,124,57,918,98,88,632,739,195,562,387
