"","GEO.id","GEO.id2","GEO.display.label","YEAR","HC01_VC05","HC01_VC64","HC01_VC117","HC01_VC118","HC01_VC119","HC01_VC120","HC01_VC121","HC01_VC122","HC01_VC123","HC01_VC124","HC01_VC192","HC01_VC193","HC01_VC194","HC01_VC195","HC01_VC196","HC01_VC197"
"1","1400000US11001000100",11001000100,"Census Tract 1, District of Columbia, District of Columbia","2011",435,1209,0,0,9,0,76,114,270,732,136,187,161,127,118,296
"2","1400000US11001000201",11001000201,"Census Tract 2.01, District of Columbia, District of Columbia","2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","1400000US11001000202",11001000202,"Census Tract 2.02, District of Columbia, District of Columbia","2011",245,690,0,0,7,0,0,81,369,630,37,97,85,29,49,335
"4","1400000US11001000300",11001000300,"Census Tract 3, District of Columbia, District of Columbia","2011",394,1121,34,13,46,0,39,127,875,232,79,67,137,147,119,517
"5","1400000US11001000400",11001000400,"Census Tract 4, District of Columbia, District of Columbia","2011",92,219,0,0,0,0,0,44,124,210,27,33,10,25,54,54
"6","1400000US11001000501",11001000501,"Census Tract 5.01, District of Columbia, District of Columbia","2011",86,1710,0,0,0,0,32,44,159,63,139,387,198,258,165,439
"7","1400000US11001000502",11001000502,"Census Tract 5.02, District of Columbia, District of Columbia","2011",80,883,9,0,0,0,12,126,302,398,172,176,137,66,86,233
"8","1400000US11001000600",11001000600,"Census Tract 6, District of Columbia, District of Columbia","2011",151,654,0,0,0,0,130,228,322,707,42,43,114,51,95,262
"9","1400000US11001000701",11001000701,"Census Tract 7.01, District of Columbia, District of Columbia","2011",295,1285,0,0,0,141,349,513,464,248,131,182,137,109,125,578
"10","1400000US11001000702",11001000702,"Census Tract 7.02, District of Columbia, District of Columbia","2011",112,1664,12,23,0,13,235,430,17,0,163,246,385,181,139,479
"11","1400000US11001000801",11001000801,"Census Tract 8.01, District of Columbia, District of Columbia","2011",209,1382,0,0,3,35,176,323,813,651,160,166,53,134,97,577
"12","1400000US11001000802",11001000802,"Census Tract 8.02, District of Columbia, District of Columbia","2011",111,531,20,0,11,12,59,49,526,144,33,50,75,31,0,255
"13","1400000US11001000901",11001000901,"Census Tract 9.01, District of Columbia, District of Columbia","2011",167,239,0,18,0,0,11,0,280,898,45,52,17,0,29,69
"14","1400000US11001000902",11001000902,"Census Tract 9.02, District of Columbia, District of Columbia","2011",80,114,0,23,13,0,6,44,317,293,19,0,25,0,11,59
"15","1400000US11001001001",11001001001,"Census Tract 10.01, District of Columbia, District of Columbia","2011",0,574,0,41,18,0,19,111,1698,361,88,56,78,57,0,225
"16","1400000US11001001002",11001001002,"Census Tract 10.02, District of Columbia, District of Columbia","2011",552,1062,0,0,0,0,46,411,273,0,130,164,101,40,37,507
"17","1400000US11001001100",11001001100,"Census Tract 11, District of Columbia, District of Columbia","2011",221,422,0,5,11,0,103,201,624,438,39,61,13,32,45,232
"18","1400000US11001001200",11001001200,"Census Tract 12, District of Columbia, District of Columbia","2011",50,1148,0,0,0,0,34,293,784,209,247,114,121,138,54,463
"19","1400000US11001001301",11001001301,"Census Tract 13.01, District of Columbia, District of Columbia","2011",68,1537,0,0,25,0,0,50,79,377,136,110,204,200,143,670
"20","1400000US11001001302",11001001302,"Census Tract 13.02, District of Columbia, District of Columbia","2011",695,3353,0,0,30,15,325,661,360,120,469,547,433,440,184,1244
"21","1400000US11001001401",11001001401,"Census Tract 14.01, District of Columbia, District of Columbia","2011",43,654,0,0,0,0,0,8,499,272,25,116,111,91,9,266
"22","1400000US11001001402",11001001402,"Census Tract 14.02, District of Columbia, District of Columbia","2011",71,531,0,9,32,0,34,30,659,83,78,57,41,109,57,144
"23","1400000US11001001500",11001001500,"Census Tract 15, District of Columbia, District of Columbia","2011",14,111,0,0,28,16,45,111,1374,462,0,25,0,14,0,72
"24","1400000US11001001600",11001001600,"Census Tract 16, District of Columbia, District of Columbia","2011",80,210,0,28,0,0,11,108,1237,102,0,6,41,19,0,126
"25","1400000US11001001702",11001001702,"Census Tract 17.02, District of Columbia, District of Columbia","2011",134,465,0,0,15,0,85,306,196,31,57,93,132,31,31,98
"26","1400000US11001001803",11001001803,"Census Tract 18.03, District of Columbia, District of Columbia","2011",133,1286,0,0,16,40,33,63,155,9,118,92,139,199,145,552
"27","1400000US11001001804",11001001804,"Census Tract 18.04, District of Columbia, District of Columbia","2011",161,1446,0,0,19,0,40,224,204,12,221,118,163,74,130,703
"28","1400000US11001001901",11001001901,"Census Tract 19.01, District of Columbia, District of Columbia","2011",123,256,10,0,59,34,73,943,162,0,24,0,23,50,35,64
"29","1400000US11001001902",11001001902,"Census Tract 19.02, District of Columbia, District of Columbia","2011",43,166,20,8,32,0,42,460,100,5,24,11,0,0,13,105
"30","1400000US11001002001",11001002001,"Census Tract 20.01, District of Columbia, District of Columbia","2011",65,613,19,0,0,0,9,70,245,47,13,22,63,126,82,291
"31","1400000US11001002002",11001002002,"Census Tract 20.02, District of Columbia, District of Columbia","2011",42,469,15,0,0,44,64,247,557,28,42,17,75,61,0,258
"32","1400000US11001002101",11001002101,"Census Tract 21.01, District of Columbia, District of Columbia","2011",306,943,65,18,0,20,218,518,108,0,104,93,53,64,47,526
"33","1400000US11001002102",11001002102,"Census Tract 21.02, District of Columbia, District of Columbia","2011",279,1013,8,8,0,7,77,769,97,17,174,143,76,44,82,445
"34","1400000US11001002201",11001002201,"Census Tract 22.01, District of Columbia, District of Columbia","2011",90,228,0,0,26,14,173,539,150,0,0,30,8,8,27,106
"35","1400000US11001002202",11001002202,"Census Tract 22.02, District of Columbia, District of Columbia","2011",198,689,0,0,35,39,104,332,79,0,35,184,56,78,92,157
"36","1400000US11001002301",11001002301,"Census Tract 23.01, District of Columbia, District of Columbia","2011",95,336,45,0,0,31,54,459,149,0,21,28,70,0,58,84
"37","1400000US11001002302",11001002302,"Census Tract 23.02, District of Columbia, District of Columbia","2011",170,584,0,0,0,7,44,97,0,0,19,31,74,30,19,372
"38","1400000US11001002400",11001002400,"Census Tract 24, District of Columbia, District of Columbia","2011",84,430,0,12,0,44,25,548,220,4,5,21,33,45,11,216
"39","1400000US11001002501",11001002501,"Census Tract 25.01, District of Columbia, District of Columbia","2011",86,464,0,0,0,0,0,153,327,24,30,55,29,6,53,227
"40","1400000US11001002502",11001002502,"Census Tract 25.02, District of Columbia, District of Columbia","2011",315,1444,0,0,11,7,53,310,206,10,86,151,205,255,116,543
"41","1400000US11001002600",11001002600,"Census Tract 26, District of Columbia, District of Columbia","2011",37,246,0,18,0,1,13,26,460,228,38,41,34,48,11,74
"42","1400000US11001002701",11001002701,"Census Tract 27.01, District of Columbia, District of Columbia","2011",228,2014,0,0,0,25,101,143,335,38,174,232,245,354,172,728
"43","1400000US11001002702",11001002702,"Census Tract 27.02, District of Columbia, District of Columbia","2011",335,1246,0,0,0,0,62,112,659,41,192,210,174,194,83,274
"44","1400000US11001002801",11001002801,"Census Tract 28.01, District of Columbia, District of Columbia","2011",91,1391,0,0,0,0,65,159,96,7,173,118,114,303,122,555
"45","1400000US11001002802",11001002802,"Census Tract 28.02, District of Columbia, District of Columbia","2011",175,1681,0,9,0,18,85,105,78,0,274,154,183,159,204,652
"46","1400000US11001002900",11001002900,"Census Tract 29, District of Columbia, District of Columbia","2011",314,876,6,9,0,0,26,220,309,27,142,108,156,122,119,229
"47","1400000US11001003000",11001003000,"Census Tract 30, District of Columbia, District of Columbia","2011",155,971,0,0,0,6,23,106,209,41,124,83,183,96,92,347
"48","1400000US11001003100",11001003100,"Census Tract 31, District of Columbia, District of Columbia","2011",174,376,0,61,9,0,58,278,132,11,42,18,62,61,45,141
"49","1400000US11001003200",11001003200,"Census Tract 32, District of Columbia, District of Columbia","2011",184,735,28,5,31,37,180,586,75,23,106,81,21,81,17,415
"50","1400000US11001003301",11001003301,"Census Tract 33.01, District of Columbia, District of Columbia","2011",249,254,0,11,4,0,78,322,556,16,0,11,38,15,7,146
"51","1400000US11001003302",11001003302,"Census Tract 33.02, District of Columbia, District of Columbia","2011",54,390,5,0,0,7,18,233,295,7,41,77,37,77,54,104
"52","1400000US11001003400",11001003400,"Census Tract 34, District of Columbia, District of Columbia","2011",168,508,9,23,31,0,181,198,219,6,33,71,25,41,23,274
"53","1400000US11001003500",11001003500,"Census Tract 35, District of Columbia, District of Columbia","2011",195,606,0,0,4,0,38,165,134,0,56,69,129,58,14,235
"54","1400000US11001003600",11001003600,"Census Tract 36, District of Columbia, District of Columbia","2011",318,1308,0,0,0,0,36,187,316,16,141,262,140,224,78,463
"55","1400000US11001003700",11001003700,"Census Tract 37, District of Columbia, District of Columbia","2011",326,1736,0,0,0,15,100,259,130,0,168,390,130,222,169,587
"56","1400000US11001003800",11001003800,"Census Tract 38, District of Columbia, District of Columbia","2011",191,1960,0,0,0,0,57,159,429,34,406,412,372,144,63,443
"57","1400000US11001003900",11001003900,"Census Tract 39, District of Columbia, District of Columbia","2011",217,1959,21,0,81,50,51,346,237,11,402,335,322,180,184,456
"58","1400000US11001004001",11001004001,"Census Tract 40.01, District of Columbia, District of Columbia","2011",283,887,0,0,0,8,115,462,368,217,38,130,309,88,90,232
"59","1400000US11001004002",11001004002,"Census Tract 40.02, District of Columbia, District of Columbia","2011",244,966,0,0,9,0,29,187,311,78,111,102,243,208,55,199
"60","1400000US11001004100",11001004100,"Census Tract 41, District of Columbia, District of Columbia","2011",246,793,0,23,0,0,31,117,202,341,67,113,47,25,70,296
"61","1400000US11001004201",11001004201,"Census Tract 42.01, District of Columbia, District of Columbia","2011",64,1399,0,0,0,36,31,372,190,105,254,191,79,308,109,367
"62","1400000US11001004202",11001004202,"Census Tract 42.02, District of Columbia, District of Columbia","2011",221,991,0,7,13,0,30,266,218,132,124,96,180,125,91,328
"63","1400000US11001004300",11001004300,"Census Tract 43, District of Columbia, District of Columbia","2011",251,1366,0,0,0,0,103,48,151,88,236,126,217,206,101,451
"64","1400000US11001004400",11001004400,"Census Tract 44, District of Columbia, District of Columbia","2011",119,1208,0,0,0,17,42,401,662,95,138,105,151,298,158,326
"65","1400000US11001004600",11001004600,"Census Tract 46, District of Columbia, District of Columbia","2011",260,556,29,11,0,0,18,279,216,0,69,74,79,70,67,181
"66","1400000US11001004701",11001004701,"Census Tract 47.01, District of Columbia, District of Columbia","2011",366,1271,0,0,0,10,10,249,75,0,119,108,75,249,150,447
"67","1400000US11001004702",11001004702,"Census Tract 47.02, District of Columbia, District of Columbia","2011",85,575,0,0,0,0,16,177,114,12,102,113,30,49,16,265
"68","1400000US11001004801",11001004801,"Census Tract 48.01, District of Columbia, District of Columbia","2011",172,419,9,0,0,0,19,158,334,8,40,76,57,51,46,149
"69","1400000US11001004802",11001004802,"Census Tract 48.02, District of Columbia, District of Columbia","2011",75,1093,0,0,24,0,30,102,81,19,300,113,209,191,38,200
"70","1400000US11001004901",11001004901,"Census Tract 49.01, District of Columbia, District of Columbia","2011",68,715,0,0,0,0,35,27,223,30,199,74,72,39,78,197
"71","1400000US11001004902",11001004902,"Census Tract 49.02, District of Columbia, District of Columbia","2011",161,943,0,0,0,11,0,186,253,32,135,142,84,129,140,313
"72","1400000US11001005001",11001005001,"Census Tract 50.01, District of Columbia, District of Columbia","2011",103,397,0,0,47,0,0,100,295,57,105,40,45,38,75,94
"73","1400000US11001005002",11001005002,"Census Tract 50.02, District of Columbia, District of Columbia","2011",324,2475,24,0,0,0,46,415,448,54,503,266,324,336,280,668
"74","1400000US11001005201",11001005201,"Census Tract 52.01, District of Columbia, District of Columbia","2011",449,2612,0,32,0,34,174,547,512,112,367,354,384,230,278,873
"75","1400000US11001005301",11001005301,"Census Tract 53.01, District of Columbia, District of Columbia","2011",286,2133,10,0,27,22,184,474,376,214,237,380,361,269,148,694
"76","1400000US11001005500",11001005500,"Census Tract 55, District of Columbia, District of Columbia","2011",796,2588,0,0,0,7,79,376,688,137,489,262,516,378,62,743
"77","1400000US11001005600",11001005600,"Census Tract 56, District of Columbia, District of Columbia","2011",786,2223,13,22,0,29,218,372,345,195,272,296,372,66,122,857
"78","1400000US11001005800",11001005800,"Census Tract 58, District of Columbia, District of Columbia","2011",418,1082,0,0,0,0,44,338,265,22,157,183,180,162,50,302
"79","1400000US11001005900",11001005900,"Census Tract 59, District of Columbia, District of Columbia","2011",243,1283,0,0,0,0,0,96,26,0,249,103,187,169,133,417
"80","1400000US11001006202",11001006202,"Census Tract 62.02, District of Columbia, District of Columbia","2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","1400000US11001006400",11001006400,"Census Tract 64, District of Columbia, District of Columbia","2011",185,718,0,0,19,0,24,140,19,0,137,108,122,87,44,210
"82","1400000US11001006500",11001006500,"Census Tract 65, District of Columbia, District of Columbia","2011",189,599,0,0,10,0,57,101,506,57,88,158,37,135,42,139
"83","1400000US11001006600",11001006600,"Census Tract 66, District of Columbia, District of Columbia","2011",242,489,0,0,10,29,27,46,185,147,111,57,83,98,63,77
"84","1400000US11001006700",11001006700,"Census Tract 67, District of Columbia, District of Columbia","2011",162,719,6,0,0,0,12,187,710,202,140,144,122,145,18,150
"85","1400000US11001006801",11001006801,"Census Tract 68.01, District of Columbia, District of Columbia","2011",158,393,0,0,5,0,48,246,145,0,75,23,61,65,108,61
"86","1400000US11001006802",11001006802,"Census Tract 68.02, District of Columbia, District of Columbia","2011",118,343,0,0,0,0,68,194,262,19,23,59,43,119,8,91
"87","1400000US11001006804",11001006804,"Census Tract 68.04, District of Columbia, District of Columbia","2011",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","1400000US11001006900",11001006900,"Census Tract 69, District of Columbia, District of Columbia","2011",32,394,0,0,0,14,13,189,528,0,134,62,83,46,22,47
"89","1400000US11001007000",11001007000,"Census Tract 70, District of Columbia, District of Columbia","2011",99,581,0,0,19,0,45,127,364,21,143,97,109,61,33,138
"90","1400000US11001007100",11001007100,"Census Tract 71, District of Columbia, District of Columbia","2011",115,764,0,0,0,41,43,233,166,0,83,130,65,142,37,289
"91","1400000US11001007200",11001007200,"Census Tract 72, District of Columbia, District of Columbia","2011",303,702,0,0,0,0,54,158,58,0,19,145,24,153,138,211
"92","1400000US11001007301",11001007301,"Census Tract 73.01, District of Columbia, District of Columbia","2011",317,676,0,0,0,0,0,0,0,0,0,37,16,74,51,307
"93","1400000US11001007304",11001007304,"Census Tract 73.04, District of Columbia, District of Columbia","2011",208,774,0,0,13,99,136,121,13,24,187,83,62,42,10,351
"94","1400000US11001007401",11001007401,"Census Tract 74.01, District of Columbia, District of Columbia","2011",187,781,5,0,10,0,33,5,10,0,147,126,46,77,67,211
"95","1400000US11001007403",11001007403,"Census Tract 74.03, District of Columbia, District of Columbia","2011",54,1147,0,0,14,8,51,0,0,0,115,142,91,104,144,533
"96","1400000US11001007404",11001007404,"Census Tract 74.04, District of Columbia, District of Columbia","2011",388,914,0,11,0,4,104,64,9,23,56,63,103,147,50,439
"97","1400000US11001007406",11001007406,"Census Tract 74.06, District of Columbia, District of Columbia","2011",160,935,0,0,0,0,14,17,14,0,103,93,78,105,173,300
"98","1400000US11001007407",11001007407,"Census Tract 74.07, District of Columbia, District of Columbia","2011",111,732,0,0,75,55,144,95,14,0,120,37,70,73,52,353
"99","1400000US11001007408",11001007408,"Census Tract 74.08, District of Columbia, District of Columbia","2011",231,940,0,0,0,0,6,40,41,0,79,70,52,72,76,527
"100","1400000US11001007409",11001007409,"Census Tract 74.09, District of Columbia, District of Columbia","2011",88,1246,0,0,0,55,44,145,0,8,157,87,136,98,25,633
"101","1400000US11001007502",11001007502,"Census Tract 75.02, District of Columbia, District of Columbia","2011",263,1247,0,0,32,90,105,188,0,19,82,145,40,115,97,673
"102","1400000US11001007503",11001007503,"Census Tract 75.03, District of Columbia, District of Columbia","2011",223,606,7,0,13,50,94,47,0,0,67,45,48,71,56,315
"103","1400000US11001007504",11001007504,"Census Tract 75.04, District of Columbia, District of Columbia","2011",294,865,0,12,47,33,62,21,0,0,48,62,83,113,46,513
"104","1400000US11001007601",11001007601,"Census Tract 76.01, District of Columbia, District of Columbia","2011",452,869,16,0,15,57,457,311,74,0,92,85,47,67,108,408
"105","1400000US11001007603",11001007603,"Census Tract 76.03, District of Columbia, District of Columbia","2011",217,1117,0,44,131,184,162,342,73,44,216,217,114,136,80,309
"106","1400000US11001007604",11001007604,"Census Tract 76.04, District of Columbia, District of Columbia","2011",287,1044,14,0,10,29,112,453,55,0,102,150,121,84,10,514
"107","1400000US11001007605",11001007605,"Census Tract 76.05, District of Columbia, District of Columbia","2011",168,1346,33,0,10,11,175,94,16,0,180,204,202,114,17,588
"108","1400000US11001007703",11001007703,"Census Tract 77.03, District of Columbia, District of Columbia","2011",244,1597,21,31,71,58,231,144,32,20,376,76,97,194,183,519
"109","1400000US11001007707",11001007707,"Census Tract 77.07, District of Columbia, District of Columbia","2011",227,644,19,11,25,97,340,270,7,15,187,97,24,29,68,228
"110","1400000US11001007708",11001007708,"Census Tract 77.08, District of Columbia, District of Columbia","2011",193,828,0,19,32,79,129,9,29,0,134,106,85,78,65,302
"111","1400000US11001007709",11001007709,"Census Tract 77.09, District of Columbia, District of Columbia","2011",167,730,20,43,11,8,132,45,12,0,14,26,73,64,25,463
"112","1400000US11001007803",11001007803,"Census Tract 78.03, District of Columbia, District of Columbia","2011",310,751,20,11,61,66,280,117,0,12,28,115,54,53,0,472
"113","1400000US11001007804",11001007804,"Census Tract 78.04, District of Columbia, District of Columbia","2011",312,600,0,7,10,126,124,111,44,0,101,43,69,83,76,188
"114","1400000US11001007806",11001007806,"Census Tract 78.06, District of Columbia, District of Columbia","2011",223,460,31,32,14,88,170,56,18,0,25,48,46,74,11,191
"115","1400000US11001007807",11001007807,"Census Tract 78.07, District of Columbia, District of Columbia","2011",80,603,0,10,110,16,71,47,0,0,36,59,20,32,70,353
"116","1400000US11001007808",11001007808,"Census Tract 78.08, District of Columbia, District of Columbia","2011",307,808,9,19,24,28,266,60,4,0,176,27,81,85,48,348
"117","1400000US11001007809",11001007809,"Census Tract 78.09, District of Columbia, District of Columbia","2011",256,610,10,69,9,122,212,63,0,0,13,11,40,72,23,364
"118","1400000US11001007901",11001007901,"Census Tract 79.01, District of Columbia, District of Columbia","2011",189,982,0,0,10,45,168,200,173,0,121,46,69,76,72,458
"119","1400000US11001007903",11001007903,"Census Tract 79.03, District of Columbia, District of Columbia","2011",143,241,0,0,24,13,212,218,9,29,7,33,27,0,4,117
"120","1400000US11001008001",11001008001,"Census Tract 80.01, District of Columbia, District of Columbia","2011",124,396,0,9,13,9,16,386,410,8,21,19,115,32,10,186
"121","1400000US11001008002",11001008002,"Census Tract 80.02, District of Columbia, District of Columbia","2011",98,590,6,45,0,0,41,366,494,0,92,77,72,97,8,244
"122","1400000US11001008100",11001008100,"Census Tract 81, District of Columbia, District of Columbia","2011",163,600,0,0,0,21,50,96,486,94,70,114,142,81,29,118
"123","1400000US11001008200",11001008200,"Census Tract 82, District of Columbia, District of Columbia","2011",121,914,0,6,9,11,38,52,294,154,97,116,66,279,72,258
"124","1400000US11001008301",11001008301,"Census Tract 83.01, District of Columbia, District of Columbia","2011",76,438,0,0,22,0,20,127,465,48,93,39,67,38,24,177
"125","1400000US11001008302",11001008302,"Census Tract 83.02, District of Columbia, District of Columbia","2011",18,425,6,0,0,0,37,116,408,27,21,65,51,81,27,173
"126","1400000US11001008402",11001008402,"Census Tract 84.02, District of Columbia, District of Columbia","2011",210,706,0,0,4,0,8,114,195,12,99,77,63,102,91,274
"127","1400000US11001008410",11001008410,"Census Tract 84.10, District of Columbia, District of Columbia","2011",112,164,5,0,0,53,32,162,113,0,85,8,28,0,14,10
"128","1400000US11001008701",11001008701,"Census Tract 87.01, District of Columbia, District of Columbia","2011",146,300,6,11,0,0,56,362,76,0,46,3,17,20,53,114
"129","1400000US11001008702",11001008702,"Census Tract 87.02, District of Columbia, District of Columbia","2011",227,344,9,0,0,0,74,214,10,0,34,18,46,46,40,132
"130","1400000US11001008802",11001008802,"Census Tract 88.02, District of Columbia, District of Columbia","2011",226,1044,18,14,8,18,178,465,69,0,42,66,79,121,182,498
"131","1400000US11001008803",11001008803,"Census Tract 88.03, District of Columbia, District of Columbia","2011",210,328,0,0,0,0,83,21,11,0,28,18,80,24,0,178
"132","1400000US11001008804",11001008804,"Census Tract 88.04, District of Columbia, District of Columbia","2011",303,924,0,0,31,38,174,74,13,0,50,117,66,34,39,579
"133","1400000US11001008903",11001008903,"Census Tract 89.03, District of Columbia, District of Columbia","2011",275,949,0,0,27,0,199,35,0,0,73,63,9,92,35,640
"134","1400000US11001008904",11001008904,"Census Tract 89.04, District of Columbia, District of Columbia","2011",313,1430,0,10,0,39,62,48,0,0,210,215,146,163,127,550
"135","1400000US11001009000",11001009000,"Census Tract 90, District of Columbia, District of Columbia","2011",102,1042,8,8,8,20,130,336,67,0,45,93,94,239,127,406
"136","1400000US11001009102",11001009102,"Census Tract 91.02, District of Columbia, District of Columbia","2011",229,989,35,43,26,21,215,237,46,0,126,136,60,153,42,370
"137","1400000US11001009201",11001009201,"Census Tract 92.01, District of Columbia, District of Columbia","2011",92,375,0,11,0,8,70,52,0,9,38,58,19,21,59,174
"138","1400000US11001009203",11001009203,"Census Tract 92.03, District of Columbia, District of Columbia","2011",167,645,0,6,39,14,233,237,32,0,72,42,46,124,98,245
"139","1400000US11001009204",11001009204,"Census Tract 92.04, District of Columbia, District of Columbia","2011",180,1058,22,0,22,22,91,31,20,0,129,157,115,103,109,407
"140","1400000US11001009301",11001009301,"Census Tract 93.01, District of Columbia, District of Columbia","2011",64,229,11,19,0,29,55,561,248,0,39,0,25,42,15,97
"141","1400000US11001009302",11001009302,"Census Tract 93.02, District of Columbia, District of Columbia","2011",115,135,4,0,24,0,23,188,48,0,13,11,39,11,0,61
"142","1400000US11001009400",11001009400,"Census Tract 94, District of Columbia, District of Columbia","2011",87,527,26,4,10,26,115,979,96,0,56,135,0,39,75,102
"143","1400000US11001009501",11001009501,"Census Tract 95.01, District of Columbia, District of Columbia","2011",261,1412,14,0,9,0,191,144,17,9,123,88,175,89,19,713
"144","1400000US11001009503",11001009503,"Census Tract 95.03, District of Columbia, District of Columbia","2011",109,123,0,0,22,8,166,730,97,0,11,0,0,0,0,112
"145","1400000US11001009504",11001009504,"Census Tract 95.04, District of Columbia, District of Columbia","2011",238,590,9,0,47,8,86,395,12,7,74,72,138,40,53,213
"146","1400000US11001009505",11001009505,"Census Tract 95.05, District of Columbia, District of Columbia","2011",144,156,18,0,0,39,200,474,171,0,0,0,0,31,0,125
"147","1400000US11001009507",11001009507,"Census Tract 95.07, District of Columbia, District of Columbia","2011",12,159,0,0,13,0,165,318,0,0,38,0,0,18,0,103
"148","1400000US11001009508",11001009508,"Census Tract 95.08, District of Columbia, District of Columbia","2011",119,619,35,0,0,9,321,470,0,0,32,86,150,77,65,181
"149","1400000US11001009509",11001009509,"Census Tract 95.09, District of Columbia, District of Columbia","2011",90,120,7,0,21,22,365,606,67,0,12,0,42,9,0,57
"150","1400000US11001009601",11001009601,"Census Tract 96.01, District of Columbia, District of Columbia","2011",37,523,0,0,0,43,160,103,11,0,106,77,51,90,0,183
"151","1400000US11001009602",11001009602,"Census Tract 96.02, District of Columbia, District of Columbia","2011",280,1219,0,0,0,25,57,7,0,0,57,131,107,232,9,657
"152","1400000US11001009603",11001009603,"Census Tract 96.03, District of Columbia, District of Columbia","2011",280,978,0,37,43,132,158,102,11,0,85,109,211,125,65,357
"153","1400000US11001009604",11001009604,"Census Tract 96.04, District of Columbia, District of Columbia","2011",25,221,57,10,86,123,421,67,0,12,80,0,31,27,5,78
"154","1400000US11001009700",11001009700,"Census Tract 97, District of Columbia, District of Columbia","2011",266,536,7,10,8,16,185,131,0,0,17,49,62,23,50,298
"155","1400000US11001009801",11001009801,"Census Tract 98.01, District of Columbia, District of Columbia","2011",292,392,0,0,14,24,44,20,0,0,45,60,0,39,48,200
"156","1400000US11001009802",11001009802,"Census Tract 98.02, District of Columbia, District of Columbia","2011",293,401,6,0,17,10,52,11,0,0,27,48,19,134,12,146
"157","1400000US11001009803",11001009803,"Census Tract 98.03, District of Columbia, District of Columbia","2011",390,848,26,5,0,7,70,90,0,0,26,129,80,80,115,397
"158","1400000US11001009804",11001009804,"Census Tract 98.04, District of Columbia, District of Columbia","2011",57,679,0,15,46,46,132,67,14,12,116,66,90,49,80,246
"159","1400000US11001009807",11001009807,"Census Tract 98.07, District of Columbia, District of Columbia","2011",127,741,12,77,45,100,394,174,15,0,84,15,146,68,79,340
"160","1400000US11001009810",11001009810,"Census Tract 98.10, District of Columbia, District of Columbia","2011",219,918,14,0,0,36,25,0,0,0,66,8,187,130,33,480
"161","1400000US11001009811",11001009811,"Census Tract 98.11, District of Columbia, District of Columbia","2011",281,1583,9,6,0,13,51,11,19,0,106,112,362,111,205,620
"162","1400000US11001009901",11001009901,"Census Tract 99.01, District of Columbia, District of Columbia","2011",79,143,23,0,30,15,272,443,99,3,31,0,28,19,0,41
"163","1400000US11001009902",11001009902,"Census Tract 99.02, District of Columbia, District of Columbia","2011",142,240,32,22,10,162,426,213,14,28,41,44,8,0,0,120
"164","1400000US11001009903",11001009903,"Census Tract 99.03, District of Columbia, District of Columbia","2011",195,273,8,0,9,18,193,107,0,0,51,60,12,0,15,99
"165","1400000US11001009904",11001009904,"Census Tract 99.04, District of Columbia, District of Columbia","2011",379,528,0,0,0,47,121,0,0,0,65,44,67,80,69,203
"166","1400000US11001009905",11001009905,"Census Tract 99.05, District of Columbia, District of Columbia","2011",271,724,8,25,38,13,143,110,0,34,136,42,90,16,97,252
"167","1400000US11001009906",11001009906,"Census Tract 99.06, District of Columbia, District of Columbia","2011",158,353,16,19,0,107,137,33,0,0,35,28,13,6,90,162
"168","1400000US11001009907",11001009907,"Census Tract 99.07, District of Columbia, District of Columbia","2011",137,836,0,0,0,56,181,12,0,0,117,117,67,47,51,365
"169","1400000US11001010100",11001010100,"Census Tract 101, District of Columbia, District of Columbia","2011",273,1288,10,0,10,0,78,200,138,0,93,119,218,154,127,485
"170","1400000US11001010200",11001010200,"Census Tract 102, District of Columbia, District of Columbia","2011",339,1080,9,78,43,0,118,62,205,10,221,104,176,107,94,342
"171","1400000US11001010300",11001010300,"Census Tract 103, District of Columbia, District of Columbia","2011",173,546,0,24,0,68,53,285,138,15,17,79,144,54,0,145
"172","1400000US11001010400",11001010400,"Census Tract 104, District of Columbia, District of Columbia","2011",346,1054,31,6,32,50,186,121,38,0,71,133,18,119,138,535
"173","1400000US11001010500",11001010500,"Census Tract 105, District of Columbia, District of Columbia","2011",189,1811,0,0,0,28,140,368,40,12,227,294,200,238,45,753
"174","1400000US11001010600",11001010600,"Census Tract 106, District of Columbia, District of Columbia","2011",80,771,57,0,11,7,142,363,240,0,74,46,51,71,132,380
"175","1400000US11001010700",11001010700,"Census Tract 107, District of Columbia, District of Columbia","2011",161,1064,0,0,0,0,9,116,102,6,77,125,59,72,152,443
"176","1400000US11001010800",11001010800,"Census Tract 108, District of Columbia, District of Columbia","2011",178,938,0,0,0,10,44,14,0,0,44,95,99,39,15,558
"177","1400000US11001010900",11001010900,"Census Tract 109, District of Columbia, District of Columbia","2011",294,1025,0,0,61,0,28,14,0,0,111,99,99,153,112,430
"178","1400000US11001011000",11001011000,"Census Tract 110, District of Columbia, District of Columbia","2011",646,653,7,42,207,225,569,488,151,34,102,101,65,102,89,194
"179","1400000US11001011100",11001011100,"Census Tract 111, District of Columbia, District of Columbia","2011",221,496,18,11,32,39,190,729,128,8,48,41,45,64,38,226
"180","1400000US11001000100",11001000100,"Census Tract 1, District of Columbia, District of Columbia","2012",371,1192,0,0,11,0,65,117,424,644,204,195,152,163,89,250
