"Date","Act.High","Act.Low","Act.Avg","Norm.High","Norm.Low","Norm.Avg","Norm.Dept","Rec.High","Rec.Year","Rec.Low","Rec.Year","Precip.Amt","Snow.Amt","Snow.Ground","Heat.Deg.Day","Cool.Deg.Day"
"1",2012-01-01,16,3,10,6,-1,2,8,21,NA,-26,NA,0,0,0,8,0
"2",2012-01-02,9,0,4,6,-2,2,2,22,NA,-18,NA,0,0,0,14,0
"3",2012-01-03,1,-6,-2,6,-2,2,-4,20,NA,-21,NA,0,0,0,20,0
"4",2012-01-04,2,-8,-3,6,-2,2,-5,23,NA,-19,NA,0,0,0,21,0
"5",2012-01-05,10,-1,4,6,-2,2,2,22,NA,-19,NA,0,0,0,14,0
"6",2012-01-06,17,1,9,6,-2,2,7,23,NA,-17,NA,0,0,0,9,0
"7",2012-01-07,20,2,11,6,-2,2,9,24,NA,-15,NA,0,0,0,7,0
"8",2012-01-08,11,3,7,6,-2,2,5,23,NA,-18,NA,0,0,0,11,0
"9",2012-01-09,4,1,2,6,-2,2,0,24,NA,-16,NA,0.41,15,0,16,0
"10",2012-01-10,12,0,6,6,-2,2,4,21,NA,-19,NA,0,0,0,12,0
"11",2012-01-11,9,1,5,6,-2,2,3,24,NA,-17,NA,1.3,0,0,13,0
"12",2012-01-12,14,7,10,6,-2,2,8,24,NA,-16,NA,0.61,0,0,8,0
"13",2012-01-13,11,-2,4,6,-2,2,2,24,NA,-22,NA,0.13,0,0,14,0
"14",2012-01-14,4,-3,0,6,-2,2,-2,24,NA,-25,NA,0,0,0,18,0
"15",2012-01-15,2,-3,0,6,-2,2,-2,25,NA,-16,NA,0,0,0,18,0
"16",2012-01-16,6,-4,1,6,-2,2,-1,23,NA,-17,NA,0.08,0,0,17,0
"17",2012-01-17,16,4,10,6,-2,2,8,22,NA,-21,NA,0.66,0,0,8,0
"18",2012-01-18,14,-2,6,6,-2,2,4,21,NA,-21,NA,0,0,0,12,0
"19",2012-01-19,5,-4,0,6,-2,2,-2,22,NA,-20,NA,0,0,0,18,0
"20",2012-01-20,4,-2,1,6,-2,2,-1,21,NA,-19,NA,0.13,13,25,17,0
"21",2012-01-21,1,-2,0,6,-2,2,-2,21,NA,-20,NA,0.58,15,0,18,0
"22",2012-01-22,0,-1,0,6,-2,2,-2,24,NA,-17,NA,0,0,0,18,0
"23",2012-01-23,7,0,4,6,-2,2,2,22,NA,-18,NA,0.08,0,0,14,0
"24",2012-01-24,13,3,8,6,-2,2,6,23,NA,-16,NA,0,0,0,10,0
"25",2012-01-25,9,2,6,7,-2,2,4,24,NA,-16,NA,0,0,0,12,0
"26",2012-01-26,13,4,8,7,-2,2,6,26,NA,-15,NA,0,0,0,10,0
"27",2012-01-27,17,5,11,7,-2,2,9,24,NA,-14,NA,1.6,0,0,7,0
"28",2012-01-28,13,1,7,7,-2,2,5,23,NA,-19,NA,0,0,0,11,0
"29",2012-01-29,9,0,4,7,-2,2,2,24,NA,-17,NA,0,0,0,14,0
"30",2012-01-30,9,1,5,7,-2,2,3,25,NA,-21,NA,0,0,0,13,0
"31",2012-01-31,19,4,12,7,-2,3,9,22,NA,-19,NA,0,0,0,6,0
"32",2012-02-01,22,9,16,7,-2,3,13,25,NA,-14,NA,0.05,0,0,2,0
"33",2012-02-02,14,6,10,7,-2,3,7,22,NA,-17,NA,0.23,0,0,8,0
"34",2012-02-03,11,3,7,7,-2,3,4,18,NA,-18,NA,0,0,0,11,0
"35",2012-02-04,8,2,5,7,-1,3,2,21,NA,-17,NA,0.2,0,0,13,0
"36",2012-02-05,7,2,4,7,-1,3,1,21,NA,-23,NA,0,0,0,14,0
"37",2012-02-06,11,-2,4,7,-1,3,1,23,NA,-17,NA,0,0,0,14,0
"38",2012-02-07,13,4,8,7,-1,3,5,18,NA,-16,NA,0,0,0,10,0
"39",2012-02-08,6,3,4,8,-1,3,1,20,NA,-18,NA,0.28,0,0,14,0
"40",2012-02-09,8,1,4,8,-1,3,1,21,NA,-22,NA,0,0,0,14,0
"41",2012-02-10,8,1,4,8,-1,3,1,20,NA,-22,NA,0,0,0,14,0
"42",2012-02-11,6,-5,0,8,-1,3,-3,24,NA,-26,NA,0.25,5.1,0,18,0
"43",2012-02-12,1,-5,-2,8,-1,3,-5,23,NA,-16,NA,0.03,3,0,20,0
"44",2012-02-13,10,-4,3,8,-1,4,-1,22,NA,-17,NA,0,0,0,15,0
"45",2012-02-14,13,3,8,8,-1,4,4,23,NA,-16,NA,0,0,0,10,0
"46",2012-02-15,13,4,8,8,-1,4,4,25,NA,-21,NA,0,0,0,10,0
"47",2012-02-16,8,5,6,8,-1,4,2,24,NA,-15,NA,0.23,0,0,12,0
"48",2012-02-17,12,4,8,9,0,4,4,26,NA,-15,NA,0,0,0,10,0
"49",2012-02-18,15,1,8,9,0,4,4,25,NA,-16,NA,0,0,0,10,0
"50",2012-02-19,7,2,4,9,0,4,0,23,NA,-16,NA,0.2,0,0,14,0
"51",2012-02-20,10,1,6,9,0,4,2,24,NA,-15,NA,0,0,0,12,0
"52",2012-02-21,10,0,5,9,0,5,0,24,NA,-14,NA,0,0,0,13,0
"53",2012-02-22,17,6,12,9,0,5,7,25,NA,-13,NA,0,0,0,6,0
"54",2012-02-23,19,8,14,9,0,5,9,26,NA,-12,NA,0,0,0,4,0
"55",2012-02-24,14,8,11,10,0,5,6,26,NA,-17,NA,0.79,0,0,7,0
"56",2012-02-25,8,2,5,10,0,5,0,29,NA,-18,NA,0,0,0,13,0
"57",2012-02-26,9,1,5,10,0,5,0,23,NA,-11,NA,0,0,0,13,0
"58",2012-02-27,18,2,10,10,1,5,5,25,NA,-13,NA,0,0,0,8,0
"59",2012-02-28,13,4,8,10,1,5,3,28,NA,-18,NA,0,0,0,10,0
"60",2012-02-29,13,4,8,10,1,6,2,25,NA,-13,NA,3.66,0,0,10,0
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2012-03-01,21,8,14,10,1,6,8,27,NA,-11,NA,0.13,0,0,4,0
"64",2012-03-02,13,4,8,11,1,6,2,25,NA,-11,NA,0.86,0,0,10,0
"65",2012-03-03,17,9,13,11,1,6,7,26,NA,-12,NA,0.41,0,0,5,0
"66",2012-03-04,11,3,7,11,1,6,1,28,NA,-16,NA,0,0,0,11,0
"67",2012-03-05,8,0,4,11,1,6,-2,28,NA,-14,NA,0,0,0,14,0
"68",2012-03-06,9,-2,4,11,2,6,-2,27,NA,-12,NA,0,0,0,14,0
"69",2012-03-07,19,4,12,12,2,7,5,25,NA,-11,NA,0,0,0,6,0
"70",2012-03-08,23,12,18,12,2,7,11,29,NA,-10,NA,0,0,0,0,0
"71",2012-03-09,19,5,12,12,2,7,5,27,NA,-9,NA,0.03,0,0,6,0
"72",2012-03-10,10,1,6,12,2,7,-1,26,NA,-10,NA,0,0,0,12,0
"73",2012-03-11,17,2,10,12,2,7,3,26,NA,-9,NA,0,0,0,8,0
"74",2012-03-12,22,7,14,12,2,7,7,32,NA,-12,NA,0,0,0,4,0
"75",2012-03-13,27,13,20,13,3,8,12,31,NA,-10,NA,0.03,0,0,0,2
"76",2012-03-14,27,12,20,13,3,8,12,30,NA,-11,NA,0,0,0,0,2
"77",2012-03-15,28,12,20,13,3,8,12,28,NA,-9,NA,0,0,0,0,2
"78",2012-03-16,15,11,13,13,3,8,5,30,NA,-10,NA,0.05,0,0,5,0
"79",2012-03-17,24,11,18,13,3,8,10,31,NA,-11,NA,0,0,0,0,0
"80",2012-03-18,20,11,16,14,3,8,8,27,NA,-11,NA,0,0,0,2,0
"81",2012-03-19,24,13,18,14,3,9,9,29,NA,-11,NA,0.03,0,0,0,0
"82",2012-03-20,22,17,20,14,4,9,11,28,NA,-11,NA,0.28,0,0,0,2
"83",2012-03-21,21,15,18,14,4,9,9,32,NA,-12,NA,0,0,0,0,0
"84",2012-03-22,26,15,20,14,4,9,11,32,NA,-8,NA,0,0,0,0,2
"85",2012-03-23,28,15,22,15,4,9,13,34,NA,-9,NA,0,0,0,0,4
"86",2012-03-24,19,12,16,15,4,10,6,29,NA,-8,NA,0.25,0,0,2,0
"87",2012-03-25,17,11,14,15,5,10,4,29,NA,-7,NA,0.51,0,0,4,0
"88",2012-03-26,16,6,11,15,5,10,1,31,NA,-5,NA,0,0,0,7,0
"89",2012-03-27,13,1,7,15,5,10,-3,30,NA,-7,NA,0,0,0,11,0
"90",2012-03-28,22,8,15,16,5,10,5,29,NA,-6,NA,0.03,0,0,3,0
"91",2012-03-29,21,10,16,16,5,11,5,33,NA,-8,NA,0,0,0,2,0
"92",2012-03-30,12,6,9,16,5,11,-2,31,NA,-6,NA,0,0,0,9,0
"93",2012-03-31,18,9,14,16,6,11,3,29,NA,-6,NA,0,0,0,4,0
"94",2012-04-01,18,8,13,16,6,11,2,31,NA,-9,NA,0.18,0,0,5,0
"95",2012-04-02,17,8,12,17,6,11,1,32,NA,-5,NA,0.2,0,0,6,0
"96",2012-04-03,23,6,14,17,6,12,2,31,NA,-3,NA,0,0,0,4,0
"97",2012-04-04,24,12,18,17,6,12,6,29,NA,-3,NA,0,0,0,0,0
"98",2012-04-05,17,8,12,17,7,12,0,30,NA,-4,NA,0,0,0,6,0
"99",2012-04-06,17,6,12,17,7,12,0,33,NA,-3,NA,0,0,0,6,0
"100",2012-04-07,18,6,12,18,7,12,0,34,NA,-4,NA,0,0,0,6,0
"101",2012-04-08,23,9,16,18,7,12,4,34,NA,-2,NA,0,0,0,2,0
"102",2012-04-09,21,12,16,18,7,13,3,32,NA,-2,NA,0,0,0,2,0
"103",2012-04-10,20,7,14,18,7,13,1,33,NA,-2,NA,0,0,0,4,0
"104",2012-04-11,13,4,8,18,8,13,-5,33,NA,-3,NA,0.03,0,0,10,0
"105",2012-04-12,17,6,12,19,8,13,-1,32,NA,-4,NA,0,0,0,6,0
"106",2012-04-13,19,7,13,19,8,13,0,32,NA,-3,NA,0,0,0,5,0
"107",2012-04-14,24,8,16,19,8,14,2,33,NA,-4,NA,0,0,0,2,0
"108",2012-04-15,28,16,22,19,8,14,8,32,NA,-2,NA,0,0,0,0,4
"109",2012-04-16,32,17,24,19,8,14,10,33,NA,-2,NA,0,0,0,0,6
"110",2012-04-17,25,16,20,20,9,14,6,35,NA,-3,NA,0,0,0,0,2
"111",2012-04-18,17,12,14,20,9,14,0,35,NA,-4,NA,0.13,0,0,4,0
"112",2012-04-19,22,10,16,20,9,14,2,34,NA,-6,NA,0,0,0,2,0
"113",2012-04-20,24,11,18,20,9,15,3,34,NA,-2,NA,0,0,0,0,0
"114",2012-04-21,28,14,21,20,9,15,6,32,NA,-1,NA,0.41,0,0,0,3
"115",2012-04-22,14,8,11,20,10,15,-4,34,NA,-1,NA,3.23,0,0,7,0
"116",2012-04-23,10,6,8,21,10,15,-7,35,NA,1,NA,0.25,0,0,10,0
"117",2012-04-24,18,6,12,21,10,15,-3,34,NA,1,NA,0,0,0,6,0
"118",2012-04-25,22,7,14,21,10,15,-1,34,NA,0,NA,0,0,0,4,0
"119",2012-04-26,18,13,16,21,10,16,0,34,NA,1,NA,0.08,0,0,2,0
"120",2012-04-27,18,9,14,21,10,16,-2,35,NA,3,NA,0,0,0,4,0
"121",2012-04-28,13,7,10,21,10,16,-6,33,NA,1,NA,0.3,0,0,8,0
"122",2012-04-29,22,8,15,22,11,16,-1,33,NA,-1,NA,0.08,0,0,3,0
"123",2012-04-30,19,10,14,22,11,16,-2,33,NA,1,NA,0,0,0,4,0
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2012-05-01,29,16,22,22,11,16,6,34,NA,1,NA,0.38,0,0,0,4
"126",2012-05-02,23,14,18,22,11,17,1,32,NA,2,NA,0.05,0,0,0,0
"127",2012-05-03,27,13,20,22,11,17,3,33,NA,2,NA,0,0,0,0,2
"128",2012-05-04,29,18,24,22,12,17,7,34,NA,4,NA,0.3,0,0,0,6
"129",2012-05-05,28,18,23,22,12,17,6,34,NA,4,NA,0,0,0,0,5
"130",2012-05-06,22,16,19,23,12,17,2,34,NA,3,NA,0,0,0,0,1
"131",2012-05-07,23,14,18,23,12,17,1,35,NA,3,NA,0,0,0,0,0
"132",2012-05-08,24,16,20,23,12,18,2,33,NA,4,NA,0.08,0,0,0,2
"133",2012-05-09,24,15,20,23,12,18,2,36,NA,1,NA,1.47,0,0,0,2
"134",2012-05-10,21,13,17,23,13,18,-1,35,NA,2,NA,0,0,0,1,0
"135",2012-05-11,23,11,17,23,13,18,-1,34,NA,1,NA,0,0,0,1,0
"136",2012-05-12,26,11,18,23,13,18,0,34,NA,3,NA,0,0,0,0,0
"137",2012-05-13,27,17,22,24,13,18,4,35,NA,4,NA,0,0,0,0,4
"138",2012-05-14,23,17,20,24,13,18,2,34,NA,5,NA,0.61,0,0,0,2
"139",2012-05-15,26,19,22,24,13,19,3,34,NA,4,NA,3.1,0,0,0,4
"140",2012-05-16,28,17,22,24,14,19,3,34,NA,3,NA,0,0,0,0,4
"141",2012-05-17,25,16,20,24,14,19,1,33,NA,4,NA,0,0,0,0,2
"142",2012-05-18,24,13,18,24,14,19,-1,36,NA,4,NA,0,0,0,0,0
"143",2012-05-19,29,13,21,24,14,19,2,36,NA,6,NA,0,0,0,0,3
"144",2012-05-20,27,15,21,25,14,19,2,36,NA,6,NA,0.03,0,0,0,3
"145",2012-05-21,24,19,22,25,14,20,2,35,NA,5,NA,0.08,0,0,0,4
"146",2012-05-22,27,19,23,25,15,20,3,36,NA,4,NA,0.03,0,0,0,5
"147",2012-05-23,27,19,23,25,15,20,3,36,NA,7,NA,0.79,0,0,0,5
"148",2012-05-24,28,21,24,25,15,20,4,33,NA,5,NA,0,0,0,0,6
"149",2012-05-25,30,22,26,25,15,20,6,34,NA,6,NA,0,0,0,0,8
"150",2012-05-26,30,22,26,26,15,21,5,36,NA,6,NA,0,0,0,0,8
"151",2012-05-27,31,21,26,26,16,21,5,35,NA,6,NA,0.13,0,0,0,8
"152",2012-05-28,32,21,26,26,16,21,5,36,NA,6,NA,0,0,0,0,8
"153",2012-05-29,33,21,27,26,16,21,6,36,NA,5,NA,1.3,0,0,0,9
"154",2012-05-30,28,21,24,26,16,21,3,37,NA,7,NA,0,0,0,0,6
"155",2012-05-31,29,21,25,26,16,21,4,37,NA,7,NA,0,0,0,0,7
"156",2012-06-01,28,18,23,27,17,22,1,37,NA,7,NA,3.1,0,0,0,5
"157",2012-06-02,24,16,20,27,17,22,-2,36,NA,6,NA,0,0,0,0,2
"158",2012-06-03,27,14,20,27,17,22,-2,37,NA,7,NA,0,0,0,0,2
"159",2012-06-04,24,17,20,27,17,22,-2,37,NA,8,NA,0,0,0,0,2
"160",2012-06-05,22,14,18,27,17,22,-4,38,NA,9,NA,0,0,0,0,0
"161",2012-06-06,24,14,19,28,18,22,-3,36,NA,8,NA,0.08,0,0,0,1
"162",2012-06-07,28,14,21,28,18,23,-2,37,NA,8,NA,0,0,0,0,3
"163",2012-06-08,29,16,22,28,18,23,-1,37,NA,9,NA,0,0,0,0,4
"164",2012-06-09,33,19,26,28,18,23,3,39,NA,7,NA,0,0,0,0,8
"165",2012-06-10,33,21,27,28,18,23,4,38,NA,8,NA,0,0,0,0,9
"166",2012-06-11,32,22,27,28,18,23,4,38,NA,7,NA,0,0,0,0,9
"167",2012-06-12,26,21,24,29,19,24,0,35,NA,10,NA,0.66,0,0,0,6
"168",2012-06-13,28,21,24,29,19,24,0,36,NA,11,NA,0,0,0,0,6
"169",2012-06-14,28,20,24,29,19,24,0,37,NA,9,NA,0,0,0,0,6
"170",2012-06-15,28,18,23,29,19,24,-1,38,NA,8,NA,0,0,0,0,5
"171",2012-06-16,28,17,22,29,19,24,-2,37,NA,10,NA,0,0,0,0,4
"172",2012-06-17,25,17,21,29,19,24,-3,36,NA,10,NA,0,0,0,0,3
"173",2012-06-18,22,17,20,29,20,25,-5,37,NA,11,NA,0.71,0,0,0,2
"174",2012-06-19,31,21,26,30,20,25,1,37,NA,11,NA,0,0,0,0,8
"175",2012-06-20,37,23,30,30,20,25,5,37,NA,12,NA,0,0,0,0,12
"176",2012-06-21,37,26,32,30,20,25,7,37,NA,11,NA,0,0,0,0,14
"177",2012-06-22,36,23,30,30,20,25,5,38,NA,11,NA,0,0,0,0,12
"178",2012-06-23,33,23,28,30,20,25,3,37,NA,11,NA,0,0,0,0,10
"179",2012-06-24,34,22,28,30,20,25,3,38,NA,8,NA,0,0,0,0,10
"180",2012-06-25,32,21,26,30,21,26,0,38,NA,12,NA,0,0,0,0,8
"181",2012-06-26,28,17,22,31,21,26,-4,38,NA,13,NA,0,0,0,0,4
"182",2012-06-27,32,19,26,31,21,26,0,37,NA,14,NA,0,0,0,0,8
"183",2012-06-28,36,21,28,31,21,26,2,38,NA,12,NA,0,0,0,0,10
"184",2012-06-29,40,22,31,31,21,26,5,40,NA,12,NA,1.5,0,0,0,13
"185",2012-06-30,36,22,29,31,21,26,3,38,NA,10,NA,0,0,0,0,11
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2012-07-01,37,25,31,31,21,26,5,39,NA,12,NA,0,0,0,0,13
"188",2012-07-02,35,26,30,31,21,26,4,38,NA,13,NA,0,0,0,0,12
"189",2012-07-03,37,24,30,31,21,26,4,38,NA,12,NA,0.05,0,0,0,12
"190",2012-07-04,37,24,30,31,21,26,4,38,NA,11,NA,0,0,0,0,12
"191",2012-07-05,38,27,32,31,22,26,6,39,NA,12,NA,0,0,0,0,14
"192",2012-07-06,38,27,32,31,22,26,6,39,NA,14,NA,0,0,0,0,14
"193",2012-07-07,41,28,34,31,22,26,8,41,NA,13,NA,0,0,0,0,16
"194",2012-07-08,39,25,32,31,22,27,5,39,NA,12,NA,1.75,0,0,0,14
"195",2012-07-09,31,23,27,31,22,27,0,40,NA,13,NA,0.66,0,0,0,9
"196",2012-07-10,32,22,27,31,22,27,0,41,NA,12,NA,1.52,0,0,0,9
"197",2012-07-11,32,23,28,32,22,27,1,37,NA,12,NA,0,0,0,0,10
"198",2012-07-12,31,22,26,32,22,27,-1,37,NA,12,NA,0,0,0,0,8
"199",2012-07-13,32,24,28,32,22,27,1,38,NA,13,NA,0,0,0,0,10
"200",2012-07-14,31,22,26,32,22,27,-1,38,NA,13,NA,0.2,0,0,0,8
"201",2012-07-15,36,24,30,32,22,27,3,38,NA,13,NA,0.05,0,0,0,12
"202",2012-07-16,36,24,30,32,22,27,3,40,NA,13,NA,0.05,0,0,0,12
"203",2012-07-17,38,25,32,32,22,27,5,39,NA,13,NA,0,0,0,0,14
"204",2012-07-18,38,27,32,31,22,27,5,39,NA,13,NA,0,0,0,0,14
"205",2012-07-19,35,24,30,31,22,27,3,39,NA,13,NA,1.07,0,0,0,12
"206",2012-07-20,28,21,24,31,22,27,-3,41,NA,12,NA,0.48,0,0,0,6
"207",2012-07-21,22,19,20,31,22,27,-7,40,NA,13,NA,0.53,0,0,0,2
"208",2012-07-22,28,21,24,31,22,27,-3,39,NA,12,NA,0,0,0,0,6
"209",2012-07-23,32,24,28,31,22,27,1,39,NA,13,NA,0,0,0,0,10
"210",2012-07-24,34,23,28,31,22,27,1,38,NA,14,NA,0,0,0,0,10
"211",2012-07-25,32,22,27,31,22,27,0,38,NA,14,NA,0,0,0,0,9
"212",2012-07-26,38,23,30,31,22,27,3,39,NA,12,NA,0,0,0,0,12
"213",2012-07-27,35,25,30,31,22,26,4,38,NA,13,NA,0,0,0,0,12
"214",2012-07-28,36,23,30,31,22,26,4,38,NA,13,NA,0.69,0,0,0,12
"215",2012-07-29,32,22,27,31,22,26,1,40,NA,14,NA,0,0,0,0,9
"216",2012-07-30,32,24,28,31,22,26,2,37,NA,13,NA,0,0,0,0,10
"217",2012-07-31,32,23,28,31,22,26,2,39,NA,11,NA,0.08,0,0,0,10
"218",2012-08-01,33,23,28,31,22,26,2,38,NA,12,NA,0,0,0,0,10
"219",2012-08-02,36,24,30,31,22,26,4,38,NA,13,NA,0,0,0,0,12
"220",2012-08-03,36,24,30,31,22,26,4,38,NA,13,NA,0,0,0,0,12
"221",2012-08-04,36,26,31,31,22,26,5,39,NA,12,NA,0,0,0,0,13
"222",2012-08-05,37,26,32,31,22,26,6,39,NA,12,NA,0.08,0,0,0,14
"223",2012-08-06,34,26,30,31,22,26,4,41,NA,12,NA,0.05,0,0,0,12
"224",2012-08-07,32,25,28,31,22,26,2,40,NA,14,NA,0,0,0,0,10
"225",2012-08-08,33,25,29,31,21,26,3,39,NA,12,NA,0,0,0,0,11
"226",2012-08-09,35,24,30,31,21,26,4,39,NA,14,NA,0,0,0,0,12
"227",2012-08-10,31,22,26,31,21,26,0,37,NA,13,NA,1.5,0,0,0,8
"228",2012-08-11,32,22,27,31,21,26,1,38,NA,13,NA,0.25,0,0,0,9
"229",2012-08-12,31,22,26,31,21,26,0,37,NA,13,NA,0,0,0,0,8
"230",2012-08-13,32,22,27,31,21,26,1,38,NA,13,NA,0,0,0,0,9
"231",2012-08-14,32,22,27,31,21,26,1,37,NA,13,NA,0.51,0,0,0,9
"232",2012-08-15,30,23,26,30,21,26,0,39,NA,11,NA,0,0,0,0,8
"233",2012-08-16,33,21,27,30,21,26,1,39,NA,12,NA,0,0,0,0,9
"234",2012-08-17,34,22,28,30,21,26,2,41,NA,11,NA,0.03,0,0,0,10
"235",2012-08-18,30,21,26,30,21,26,0,37,NA,12,NA,0.41,0,0,0,8
"236",2012-08-19,26,21,24,30,21,26,-2,37,NA,12,NA,0.91,0,0,0,6
"237",2012-08-20,28,21,24,30,21,26,-2,38,NA,10,NA,0,0,0,0,6
"238",2012-08-21,30,19,24,30,21,25,-1,38,NA,12,NA,1.5,0,0,0,6
"239",2012-08-22,30,20,25,30,21,25,0,37,NA,11,NA,0.89,0,0,0,7
"240",2012-08-23,32,21,26,30,21,25,1,37,NA,11,NA,0,0,0,0,8
"241",2012-08-24,31,22,26,30,21,25,1,37,NA,9,NA,0,0,0,0,8
"242",2012-08-25,28,22,25,30,20,25,0,36,NA,12,NA,0.15,0,0,0,7
"243",2012-08-26,29,22,26,30,20,25,1,36,NA,12,NA,0.71,0,0,0,8
"244",2012-08-27,31,22,26,30,20,25,1,38,NA,11,NA,0,0,0,0,8
"245",2012-08-28,33,24,28,29,20,25,3,37,NA,10,NA,0.08,0,0,0,10
"246",2012-08-29,31,21,26,29,20,25,1,37,NA,9,NA,0,0,0,0,8
"247",2012-08-30,32,21,26,29,20,25,1,37,NA,10,NA,0,0,0,0,8
"248",2012-08-31,36,23,30,29,20,24,6,38,NA,9,NA,0,0,0,0,12
"249",2012-09-01,35,23,29,29,20,24,5,37,NA,10,NA,4.17,0,0,0,11
"250",2012-09-02,29,23,26,29,19,24,2,38,NA,10,NA,0.13,0,0,0,8
"251",2012-09-03,29,24,26,29,19,24,2,37,NA,9,NA,0,0,0,0,8
"252",2012-09-04,32,24,28,29,19,24,4,35,NA,9,NA,0,0,0,0,10
"253",2012-09-05,32,26,29,28,19,24,5,36,NA,10,NA,0.05,0,0,0,11
"254",2012-09-06,29,23,26,28,19,24,2,37,NA,8,NA,0.61,0,0,0,8
"255",2012-09-07,32,22,27,28,19,23,4,40,NA,8,NA,0,0,0,0,9
"256",2012-09-08,33,19,26,28,18,23,3,38,NA,11,NA,1.24,0,0,0,8
"257",2012-09-09,27,17,22,28,18,23,-1,37,NA,9,NA,0,0,0,0,4
"258",2012-09-10,25,16,20,28,18,23,-3,37,NA,7,NA,0,0,0,0,2
"259",2012-09-11,26,14,20,27,18,23,-3,37,NA,4,NA,0,0,0,0,2
"260",2012-09-12,27,16,22,27,18,22,0,36,NA,5,NA,0,0,0,0,4
"261",2012-09-13,27,16,22,27,18,22,0,34,NA,7,NA,0,0,0,0,4
"262",2012-09-14,28,18,23,27,17,22,1,34,NA,8,NA,0,0,0,0,5
"263",2012-09-15,26,18,22,27,17,22,0,36,NA,6,NA,0,0,0,0,4
"264",2012-09-16,24,16,20,26,17,22,-2,36,NA,7,NA,0,0,0,0,2
"265",2012-09-17,24,15,20,26,17,21,-1,36,NA,7,NA,0.36,0,0,0,2
"266",2012-09-18,27,19,23,26,16,21,2,33,NA,7,NA,2.36,0,0,0,5
"267",2012-09-19,22,15,18,26,16,21,-3,36,NA,7,NA,0,0,0,0,0
"268",2012-09-20,24,12,18,26,16,21,-3,34,NA,5,NA,0,0,0,0,0
"269",2012-09-21,27,15,21,25,16,21,0,36,NA,5,NA,0,0,0,0,3
"270",2012-09-22,29,19,24,25,16,20,4,37,NA,4,NA,0,0,0,0,6
"271",2012-09-23,22,13,18,25,15,20,-2,37,NA,2,NA,0,0,0,0,0
"272",2012-09-24,21,13,17,25,15,20,-3,37,NA,4,NA,0,0,0,1,0
"273",2012-09-25,24,12,18,24,15,20,-2,35,NA,4,NA,0,0,0,0,0
"274",2012-09-26,29,18,24,24,15,19,5,36,NA,3,NA,0.13,0,0,0,6
"275",2012-09-27,29,19,24,24,14,19,5,35,NA,4,NA,1.24,0,0,0,6
"276",2012-09-28,27,18,22,24,14,19,3,33,NA,6,NA,0.61,0,0,0,4
"277",2012-09-29,23,14,18,24,14,19,-1,34,NA,4,NA,0,0,0,0,0
"278",2012-09-30,23,12,18,23,14,18,0,33,NA,3,NA,0,0,0,0,0
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2012-10-01,22,12,17,23,13,18,-1,34,NA,2,NA,0,0,0,1,0
"281",2012-10-02,22,18,20,23,13,18,2,32,NA,1,NA,1.09,0,0,0,2
"282",2012-10-03,28,21,24,23,13,18,6,33,NA,2,NA,0,0,0,0,6
"283",2012-10-04,27,19,23,22,13,18,5,34,NA,1,NA,0.03,0,0,0,5
"284",2012-10-05,28,16,22,22,13,17,5,36,NA,3,NA,0,0,0,0,4
"285",2012-10-06,27,12,20,22,12,17,3,34,NA,2,NA,0,0,0,0,2
"286",2012-10-07,13,9,11,22,12,17,-6,34,NA,1,NA,0.28,0,0,7,0
"287",2012-10-08,13,7,10,22,12,17,-7,33,NA,2,NA,0.1,0,0,8,0
"288",2012-10-09,18,9,14,21,12,17,-3,34,NA,1,NA,0.23,0,0,4,0
"289",2012-10-10,22,13,18,21,11,16,2,33,NA,-1,NA,0,0,0,0,0
"290",2012-10-11,17,9,13,21,11,16,-3,32,NA,1,NA,0,0,0,5,0
"291",2012-10-12,19,8,14,21,11,16,-2,32,NA,-1,NA,0,0,0,4,0
"292",2012-10-13,16,5,10,21,11,16,-6,32,NA,-1,NA,0,0,0,8,0
"293",2012-10-14,24,11,18,21,11,16,2,31,NA,0,NA,0,0,0,0,0
"294",2012-10-15,22,14,18,20,10,15,3,31,NA,0,NA,0.15,0,0,0,0
"295",2012-10-16,18,9,14,20,10,15,-1,32,NA,-1,NA,0,0,0,4,0
"296",2012-10-17,21,8,14,20,10,15,-1,30,NA,1,NA,0,0,0,4,0
"297",2012-10-18,22,12,17,20,10,15,2,29,NA,1,NA,0,0,0,1,0
"298",2012-10-19,24,14,19,20,10,15,4,31,NA,-1,NA,0.61,0,0,0,1
"299",2012-10-20,21,11,16,19,9,14,2,30,NA,-1,NA,0,0,0,2,0
"300",2012-10-21,19,9,14,19,9,14,0,29,NA,-1,NA,0,0,0,4,0
"301",2012-10-22,23,9,16,19,9,14,2,29,NA,-2,NA,0,0,0,2,0
"302",2012-10-23,26,11,18,19,9,14,4,29,NA,1,NA,0,0,0,0,0
"303",2012-10-24,29,15,22,19,9,14,8,29,NA,-2,NA,0,0,0,0,4
