ID,Date,Act.High,Act.Low,Act.Avg,Norm.High,Norm.Low,Norm.Avg,Norm.Dept,Precip.Amt,Snow.Amt,Snow.Ground,Heat.Deg.Day,Cool.Deg.Day,ZSCORE.Avg.Temp,Absolute.Dev.Avg.Temp,ZSCORE.Precip.Amt,DAY,MONTH,NMAXTEMPC,NMINTEMPC,NORMAVGTEMPC,NMAXTEMPF,NMINTEMPF,NAVGTEMPF,NPRECIP,NSNOW,RECORDMAXTEMP,RECORDMAXYR,RECORDLOWMAX,RECORDLOMAXYR,RECORDMINTEMP,RMXYR,RECORDHIGHMIN,RHIMNYR,MAXPRECIP,MXPRCPYR,MAXSNOW,MXSNYR
1,2012-01-01,16,3,10,6,-1,2,8,0,0,0,8,0,1.242329643,-7,-0.449690003,1,1,7,-2,3,44,29,37,0.09,0.1,69,2005,17,1918,-14,1881,51,1876,1.52,2003,4.5,1899
2,2012-01-02,9,0,4,6,-2,2,2,0,0,0,14,0,-0.104774789,-2,-0.449690003,2,1,6,-2,2,43,29,36,0.08,0.2,71,1876,15,1918,-1,1899,52,1876,1.44,1979,4.5,1925
3,2012-01-03,1,-6,-2,6,-2,2,-4,0,0,0,20,0,-1.451879221,4,-0.449690003,3,1,6,-2,2,43,29,36,0.09,0.1,68,2004,10,1879,-3,1877,52,2000,1.87,1914,2.4,1988
4,2012-01-04,2,-8,-3,6,-2,2,-5,0,0,0,21,0,-1.676396626,5,-0.449690003,4,1,6,-2,2,43,29,36,0.08,0.1,73,1997,16,1879,-3,1877,60,1950,2.28,1886,2.1,1980
5,2012-01-05,10,-1,4,6,-2,2,2,0,0,0,14,0,-0.104774789,-2,-0.449690003,5,1,6,-2,2,43,29,36,0.09,0.1,71,1997,18,1896,-3,1877,56,1950,1.44,1949,4.8,1980
6,2012-01-06,17,1,9,6,-2,2,7,0,0,0,9,0,1.017812237,-7,-0.449690003,6,1,6,-2,2,43,29,36,0.09,0.1,73,2007,14,1884,2,1884,56,2007,1.35,1905,9,1892
7,2012-01-07,20,2,11,6,-2,2,9,0,0,0,7,0,1.466847048,-9,-0.449690003,7,1,6,-2,2,43,29,36,0.09,0.2,76,1907,18,1878,5,1884,55,1946,1.33,1908,13,1996
8,2012-01-08,11,3,7,6,-2,2,5,0,0,0,11,0,0.568777427,-5,-0.449690003,8,1,6,-2,2,43,29,36,0.09,0.1,73,2008,16,1942,0,1878,57,1998,2.21,1884,6.3,1988
9,2012-01-09,4,1,2,6,-2,2,0,0.41,15,0,16,0,-0.5538096,0,0.679123679,9,1,6,-2,2,43,29,36,0.09,0.2,76,1937,12,1970,4,1970,56,1937,1.87,1879,2.9,1926
10,2012-01-10,12,0,6,6,-2,2,4,0,0,0,12,0,0.344260021,-4,-0.449690003,10,1,6,-2,2,43,29,36,0.09,0.1,70,1950,15,1982,-3,1875,50,1950,0.81,1965,3.8,1965
11,2012-01-11,9,1,5,6,-2,2,3,1.3,0,0,13,0,0.119742616,-3,3.12947533,11,1,6,-2,2,43,29,36,0.1,0.2,75,1975,14,1886,2,1982,56,1975,1.72,1922,4.3,1904
12,2012-01-12,14,7,10,6,-2,2,8,0.61,0,0,8,0,1.242329643,-8,1.229764499,12,1,6,-2,2,43,28,36,0.09,0.2,76,1890,15,1886,3,1886,47,1890,2.77,1915,5,1893
13,2012-01-13,11,-2,4,6,-2,2,2,0.13,0,0,14,0,-0.104774789,-2,-0.09177347,13,1,6,-2,2,43,28,36,0.09,0.2,75,1932,8,1912,-8,1912,60,1932,1.26,1948,6.4,1982
14,2012-01-14,4,-3,0,6,-2,2,-2,0,0,0,18,0,-1.00284441,2,-0.449690003,14,1,6,-2,2,43,28,36,0.1,0.2,76,1932,20,1912,-13,1912,52,1995,1.82,2005,1.6,1957
15,2012-01-15,2,-3,0,6,-2,2,-2,0,0,0,18,0,-1.00284441,2,-0.449690003,15,1,6,-2,2,43,28,36,0.09,0.2,77,1932,17,1893,4,1886,56,1995,1.18,1885,8.5,1892
16,2012-01-16,6,-4,1,6,-2,2,-1,0.08,0,0,17,0,-0.673367966,1,-0.245460756,16,1,6,-2,2,43,28,36,0.09,0.2,73,1953,15,1893,2,1893,45,1894,1,1909,2.2,1965
17,2012-01-17,16,4,10,6,-2,2,8,0.66,0,0,8,0,1.262037867,-8,1.180381407,17,1,6,-2,2,43,28,36,0.09,0.3,74,1943,10,1982,-5,1982,48,1913,1.09,1994,5.5,1935
18,2012-01-18,14,-2,6,6,-2,2,4,0,0,0,12,0,0.284884925,-4,-0.561164931,18,1,6,-2,2,43,28,36,0.09,0.2,69,1990,21,1977,-6,1893,50,1990,1.3,1980,3.6,1984
19,2012-01-19,5,-4,0,6,-2,2,-2,0,0,0,18,0,-1.290994449,2,-0.561164931,19,1,6,-2,2,43,28,36,0.09,0.2,71,1951,8,1994,-4,1994,49,1986,1.41,1936,7,1961
20,2012-01-20,4,-2,1,6,-2,2,-1,0.13,13,25,17,0,-0.94915292,1,-0.243405798,20,1,6,-2,2,43,28,36,0.09,0.2,70,1951,18,1994,-2,1985,47,1900,1.77,1937,3.8,1975
21,2012-01-21,1,-2,0,6,-2,2,-2,0.58,15,0,18,0,-1.049063754,2,0.840692543,21,1,6,-2,2,43,28,36,0.1,0.2,70,1959,17,1985,-4,1985,44,1906,1.41,1902,3.8,2014
22,2012-01-22,0,-1,0,6,-2,2,-2,0,0,0,18,0,-0.946684806,2,-0.683062691,22,1,6,-2,2,43,28,36,0.09,0.2,76,1927,19,2014,1,1893,51,1916,1.49,1987,10.8,1987
23,2012-01-23,7,0,4,6,-2,2,2,0.08,0,0,14,0,0.207457509,-2,-0.491234209,23,1,7,-2,2,44,28,36,0.09,0.2,72,1974,16,1936,0,1936,50,1932,1.79,1998,11.3,2016
24,2012-01-24,13,3,8,6,-2,2,6,0,0,0,10,0,1.166091812,-5,-0.624858579,24,1,7,-2,3,44,29,37,0.09,0.2,73,1950,18,1948,3,1963,47,1950,1.34,1923,9.5,1940
25,2012-01-25,9,2,6,7,-2,2,4,0,0,0,12,0,0.627895591,-3,-0.624858579,25,1,7,-2,3,44,29,37,0.09,0.2,75,1950,16,1897,3,1935,54,1950,1.66,1978,9.3,2000
26,2012-01-26,13,4,8,7,-2,2,6,0,0,0,10,0,1.067900325,-5,-0.615194547,26,1,7,-2,3,44,29,37,0.09,0.2,79,1950,17,1961,5,1948,56,1950,1.52,2011,6.9,1966
27,2012-01-27,17,5,11,7,-2,2,9,1.6,0,0,7,0,1.770888098,-8,3.166053794,27,1,7,-2,3,44,29,37,0.08,0.1,75,1974,22,1961,6,1935,55,1916,0.99,1967,5,1922
28,2012-01-28,13,1,7,7,-2,2,5,0,0,0,11,0,0.704607011,-4,-0.474402312,28,1,7,-2,3,44,29,37,0.1,0.2,73,1949,18,1897,-2,1935,48,1944,2.15,1922,21,1922
29,2012-01-29,9,0,4,7,-2,2,2,0,0,0,14,0,-0.102405524,-1,-0.474402312,29,1,7,-2,3,44,29,37,0.09,0.3,76,1975,16,1966,2,1873,46,1974,1.02,1912,12,1966
30,2012-01-30,9,1,5,7,-2,2,3,0,0,0,13,0,0.071833845,-2,-0.474402312,30,1,7,-2,3,44,29,37,0.09,0.2,77,2002,16,1934,-6,1873,52,2013,0.97,1939,11.5,1930
31,2012-01-31,19,4,12,7,-2,3,9,0,0,0,6,0,1.634306424,-9,-0.460027026,31,1,7,-2,3,44,29,37,0.1,0.2,71,1916,22,1936,-2,1905,46,1916,1.18,1878,5.7,1949
32,2012-02-01,22,9,16,7,-2,3,13,0.05,0,0,2,0,2.147458229,-13,-0.265279413,1,2,7,-2,3,44,29,37,0.1,0.2,77,2002,19,1900,6,1935,48,2012,2.05,2008,8,1934
33,2012-02-02,14,6,10,7,-2,3,7,0.23,0,0,8,0,0.799172341,-7,0.123058397,2,2,7,-2,3,45,29,37,0.09,0.3,72,1990,14,1881,2,1904,46,1990,2.11,1897,5.3,1996
34,2012-02-03,11,3,7,7,-2,3,4,0,0,0,11,0,0.088253018,-4,-0.42123836,3,2,7,-2,3,45,29,37,0.1,0.2,65,1927,16,1905,0,1895,44,2006,1.48,2014,9.2,1886
35,2012-02-04,8,2,5,7,-1,3,2,0.2,0,0,13,0,-0.435056333,-2,0.041037089,4,2,7,-2,3,45,29,37,0.1,0.3,70,1991,15,1886,2,1898,48,1952,2.02,1998,4.5,1995
36,2012-02-05,7,2,4,7,-1,3,1,0,0,0,14,0,-0.794526078,-1,-0.351416674,5,2,7,-2,3,45,29,37,0.09,0.2,70,1991,13,1917,-2,1918,52,1890,0.8,1908,8.7,2010
37,2012-02-06,11,-2,4,7,-1,3,1,0,0,0,14,0,-0.960020881,-1,-0.351416674,6,2,7,-1,3,45,30,38,0.09,0.2,74,2008,10,1895,1,1895,55,2008,2.29,1896,9.1,2010
38,2012-02-07,13,4,8,7,-1,3,5,0,0,0,10,0,0.097590007,-5,-0.337240257,7,2,7,-1,3,45,30,38,0.09,0.3,64,2008,10,1895,3,1907,47,1904,1.29,1951,14.4,1936
39,2012-02-08,6,3,4,8,-1,3,1,0.28,0,0,14,0,-0.960020881,-1,0.298610645,8,2,8,-1,3,46,30,38,0.1,0.2,68,2015,12,1895,0,1895,42,1882,1.63,1961,6.4,1961
40,2012-02-09,8,1,4,8,-1,3,1,0,0,0,14,0,-0.898796226,-1,-0.38300061,9,2,8,-1,3,46,30,38,0.09,0.2,70,2001,10,1899,-7,1899,46,1990,1.92,1885,5.4,1906
41,2012-02-10,8,1,4,8,-1,3,1,0,0,0,14,0,-0.805906034,-1,-0.38300061,10,2,8,-1,3,46,30,38,0.1,0.2,68,1960,4,1899,-8,1899,53,1925,0.83,1881,9.3,1926
42,2012-02-11,6,-5,0,8,-1,3,-3,0.25,5.1,0,18,0,-1.584691278,3,1.666057037,11,2,8,-1,3,46,30,38,0.09,0.2,76,1932,12,1899,-15,1899,47,1887,1.91,1983,16.4,1983
43,2012-02-12,1,-5,-2,8,-1,3,-5,0.03,3,0,20,0,-1.710251591,5,-0.362209638,12,2,8,-1,3,46,30,38,0.09,0.2,74,1999,11,1899,4,1899,51,1932,1.37,1985,7,1899
44,2012-02-13,10,-4,3,8,-1,4,-1,0,0,0,15,0,-0.575649676,1,-0.638471226,13,2,8,-1,4,47,31,39,0.09,0.3,72,1951,10,1899,2,1917,53,1880,1.77,1971,12,1899
45,2012-02-14,13,3,8,8,-1,4,4,0,0,0,10,0,0.483045892,-4,-0.638471226,14,2,8,-1,4,47,31,39,0.1,0.2,73,1990,17,1916,4,1905,54,1984,0.98,1940,4.9,1885
46,2012-02-15,13,4,8,8,-1,4,4,0,0,0,10,0,0.577139519,-4,-0.638471226,15,2,8,-1,4,47,31,39,0.09,0.2,77,1949,18,1943,-6,1899,52,1909,1.38,1958,12.9,1958
47,2012-02-16,8,5,6,8,-1,4,2,0.23,0,0,12,0,0.358733282,-2,1.281645481,16,2,8,-1,4,47,31,39,0.1,0.2,75,1954,18,1904,5,1905,54,1954,2.14,2003,13.3,2003
48,2012-02-17,12,4,8,9,0,4,4,0,0,0,10,0,1.102386814,-4,-0.600070851,17,2,9,-1,4,48,31,40,0.09,0.2,79,1976,13,1958,5,1958,61,1891,0.91,1982,8.5,1900
49,2012-02-18,15,1,8,9,0,4,4,0,0,0,10,0,1.056650795,-4,-0.600070851,18,2,9,-1,4,48,31,40,0.09,0.2,77,2011,15,1979,3,1903,52,2011,1.1,1960,4.7,1979
50,2012-02-19,7,2,4,9,0,4,0,0.2,0,0,14,0,-0.241647796,0,1.218325667,19,2,9,0,4,48,32,40,0.09,0.2,74,1939,16,1903,4,1903,52,1981,1.67,1927,14,1979
51,2012-02-20,10,1,6,9,0,4,2,0,0,0,12,0,0.372302448,-2,-0.600070851,20,2,9,0,4,48,32,40,0.09,0.2,76,1930,18,1896,5,2015,59,1939,1.45,1921,7.6,1947
52,2012-02-21,10,0,5,9,0,5,0,0,0,0,13,0,0.021967981,0,-0.600070851,21,2,9,0,5,49,32,41,0.1,0.2,75,1953,21,1885,7,1885,51,1954,1.44,1902,7.5,1929
53,2012-02-22,17,6,12,9,0,5,7,0,0,0,6,0,1.960658186,-7,-0.600070851,22,2,9,0,5,49,32,41,0.09,0.2,77,1874,21,1963,9,1963,60,1874,2.27,2003,4.5,1894
54,2012-02-23,19,8,14,9,0,5,9,0,0,0,4,0,1.973729124,-9,-0.505615786,23,2,9,0,5,49,32,41,0.1,0.1,78,1874,27,1901,11,1907,51,1922,1.34,1994,6.9,1987
55,2012-02-24,14,8,11,10,0,5,6,0.79,0,0,7,0,1.088485821,-6,3.251659085,24,2,9,1,5,49,33,41,0.09,0.2,78,1985,16,1914,1,1873,52,1975,1.67,1979,5.2,1966
56,2012-02-25,8,2,5,10,0,5,0,0,0,0,13,0,-0.328940561,1,-0.47125494,25,2,10,1,6,50,33,42,0.1,0.2,84,1930,21,1934,-1,1914,54,1891,1.19,1886,6.5,1894
57,2012-02-26,9,1,5,10,0,5,0,0,0,0,13,0,-0.444451402,1,-0.398009021,26,2,10,1,6,50,33,42,0.09,0.1,74,1932,24,1904,12,1970,56,1890,1.21,1912,2.7,1993
58,2012-02-27,18,2,10,10,1,5,5,0,0,0,8,0,0.786420732,-4,-0.387184542,27,2,10,1,6,50,33,42,0.09,0.2,77,1997,19,1934,8,1934,51,1997,0.91,1958,3.5,1906
59,2012-02-28,13,4,8,10,1,5,3,0,0,0,10,0,0.04637389,-2,-0.387184542,28,2,11,1,6,51,33,42,0.09,0.1,82,1948,27,1934,-1,1934,56,1910,1.13,1902,3.1,1964
60,2012-02-29,13,4,8,10,1,6,2,3.66,0,0,10,0,0.04637389,-2,3.525559441,29,2,11,1,6,51,34,43,0.09,0.1,77,1976,20,1884,9,1884,51,1880,1.61,1892,1.6,1968
63,2012-03-01,21,8,14,10,1,6,8,0.13,0,0,4,0,1.74613826,-8,-0.216272896,1,3,11,1,6,51,34,43,0.09,0.1,80,1976,21,1980,13,1884,57,1910,0.92,1954,4.8,1905
64,2012-03-02,13,4,8,11,1,6,2,0.86,0,0,10,0,-0.124034735,-2,0.508257093,2,3,11,1,6,51,34,43,0.1,0.1,77,1972,25,1980,13,1925,59,1972,1.65,1994,4.5,2009
65,2012-03-03,17,9,13,11,1,6,7,0.41,0,0,5,0,1.243078384,-7,0.007042915,3,3,11,1,6,51,34,43,0.09,0.1,79,1923,26,1960,11,1925,51,1991,1.75,1909,7.1,1960
66,2012-03-04,11,3,7,11,1,6,1,0,0,0,11,0,-0.482082688,-1,-0.426096339,4,3,11,1,6,52,34,43,0.09,0.1,82,1983,20,1873,4,1873,58,1974,1.24,1993,9.8,1909
67,2012-03-05,8,0,4,11,1,6,-2,0,0,0,14,0,-1.349831528,3,-0.410075432,5,3,11,2,7,52,35,44,0.1,0,83,1976,23,1872,6,1872,59,1880,1.52,1965,4.8,2015
68,2012-03-06,9,-2,4,11,2,6,-2,0,0,0,14,0,-1.258242572,3,-0.410075432,6,3,11,2,7,52,35,44,0.1,0.1,81,1961,21,1901,10,1888,53,1935,1.52,1932,5.2,1923
69,2012-03-07,19,4,12,12,2,7,5,0,0,0,6,0,0.841347234,-5,-0.410075432,7,3,12,2,7,53,35,44,0.1,0.1,77,1961,27,1932,13,1890,58,1921,1.32,1880,8,1941
70,2012-03-08,23,12,18,12,2,7,11,0,0,0,0,0,2.044970978,-11,-0.410075432,8,3,12,2,7,53,35,44,0.11,0.1,85,2000,28,1996,14,1986,59,1921,1.97,1995,5.8,1911
71,2012-03-09,19,5,12,12,2,7,5,0.03,0,0,6,0,0.670101816,-5,-0.380973641,9,3,12,2,7,53,36,45,0.1,0,80,1964,26,1932,16,1932,52,2000,2.79,1881,8.4,1999
72,2012-03-10,10,1,6,12,2,7,-1,0,0,0,12,0,-0.710046947,1,-0.357775449,10,3,12,2,7,54,36,45,0.1,0.1,79,2016,31,1932,14,1932,57,2016,1.72,1871,5.3,1907
73,2012-03-11,17,2,10,12,2,7,3,0,0,0,8,0,0.183771406,-3,-0.357775449,11,3,12,2,7,54,36,45,0.1,0.1,78,1967,30,1934,15,1960,57,2016,1.65,1888,6,1888
74,2012-03-12,22,7,14,12,2,7,7,0,0,0,4,0,1.038601524,-7,-0.357775449,12,3,12,2,7,54,36,45,0.11,0,89,1990,30,1900,11,1900,55,1898,2.6,1878,2,1968
75,2012-03-13,27,13,20,13,3,8,12,0.03,0,0,0,2,1.987145711,-12,-0.328508389,13,3,13,3,8,55,37,46,0.11,0,87,1990,25,1888,14,1896,57,1977,2.29,1993,6.5,1993
76,2012-03-14,27,12,20,13,3,8,12,0,0,0,0,2,1.639240555,-12,-0.360163373,14,3,13,3,8,55,37,46,0.11,0.1,86,1990,28,1993,13,1888,59,1929,1.66,1940,4,1937
77,2012-03-15,28,12,20,13,3,8,12,0,0,0,0,2,1.394174739,-12,-0.41123148,15,3,13,3,8,56,37,47,0.12,0,82,2012,32,1932,15,1993,60,1990,1.45,1953,8,1900
78,2012-03-16,15,11,13,13,3,8,5,0.05,0,0,5,0,0.165932559,-5,-0.177364793,16,3,13,3,8,56,38,47,0.12,0.1,87,1945,28,1911,14,1911,63,1990,1.79,2007,5.2,1892
79,2012-03-17,24,11,18,13,3,8,10,0,0,0,0,0,0.923902135,-10,-0.330133778,17,3,13,3,8,56,38,47,0.12,0,88,1945,25,1900,13,1900,56,1945,1.34,1990,3.9,2014
80,2012-03-18,20,11,16,14,3,8,8,0,0,0,2,0,0.532151448,-7,-0.46424307,18,3,14,3,9,57,38,48,0.12,0,81,1989,30,1941,13,1900,58,1927,1,1983,2.5,1892
81,2012-03-19,24,13,18,14,3,9,9,0.03,0,0,0,0,0.766602948,-9,1.239292035,19,3,14,3,9,57,38,48,0.12,0,87,1945,27,1877,12,1876,56,2012,2.12,1958,2.3,1906
82,2012-03-20,22,17,20,14,4,9,11,0.28,0,0,0,2,1.015003588,-11,3.517883044,20,3,14,4,9,57,39,48,0.13,0.1,83,1945,20,1885,12,1885,62,2012,1.95,2003,5.2,1914
83,2012-03-21,21,15,18,14,4,9,9,0,0,0,0,0,0.542140225,-9,-0.390875894,21,3,14,4,9,58,39,49,0.12,0,89,1921,31,1885,10,1885,59,2012,2.15,1918,5.3,1924
84,2012-03-22,26,15,20,14,4,9,11,0,0,0,0,2,0.881103902,-11,-0.390875894,22,3,14,4,9,58,39,49,0.12,0,90,1907,27,1885,17,1892,66,1948,1.83,1891,3.8,1914
85,2012-03-23,28,15,22,15,4,9,13,0,0,0,0,4,1.216330564,-13,-0.390875894,23,3,14,4,9,58,40,49,0.12,0,93,1907,28,1885,16,1888,64,1929,1.85,2005,2.8,1934
86,2012-03-24,19,12,16,15,4,10,6,0.25,0,0,2,0,-0.167318178,-6,2.259376068,24,3,15,4,10,59,40,50,0.12,0,85,1907,28,1906,17,1885,54,2012,1.45,1905,1.9,1990
87,2012-03-25,17,11,14,15,5,10,4,0.51,0,0,4,0,-0.975688619,-4,2.879155818,25,3,15,4,10,59,40,50,0.12,0.1,84,1939,33,1940,19,1940,66,1913,1.6,1876,1.7,2014
88,2012-03-26,16,6,11,15,5,10,1,0,0,0,7,0,-1.979350767,-1,-0.509389106,26,3,15,5,10,59,41,50,0.12,0,87,1921,34,1894,23,1955,59,1913,2.16,1978,3,1900
89,2012-03-27,13,1,7,15,5,10,-3,0,0,0,11,0,-2.404495538,4,-0.509389106,27,3,16,5,11,60,41,51,0.13,0,86,1921,34,1894,20,1894,62,1921,1.81,1919,6,1891
90,2012-03-28,22,8,15,16,5,10,5,0.03,0,0,3,0,-0.380178273,-4,-0.310062934,28,3,16,5,11,60,41,51,0.12,0,85,1945,38,1891,21,1894,62,1908,1.63,1994,6,1891
91,2012-03-29,21,10,16,16,5,11,5,0,0,0,2,0,-0.068058263,-5,-0.509389106,29,3,16,5,11,61,41,51,0.12,0,92,1907,34,1887,18,1923,65,1989,1.64,1912,11.5,1942
92,2012-03-30,12,6,9,16,5,11,-2,0,0,0,9,0,-1.559433281,2,-0.509389106,30,3,16,6,11,61,42,52,0.13,0,87,1998,38,1883,21,1887,64,1945,1.59,1974,4.8,1964
93,2012-03-31,18,9,14,16,6,11,3,0,0,0,4,0,-0.385154996,-3,-0.483445599,31,3,16,6,11,61,42,52,0.12,0,85,1981,37,1890,21,1923,63,1998,1.82,1886,3,1890
94,2012-04-01,18,8,13,16,6,11,2,0.18,0,0,5,0,-0.546390615,-2,0.620397539,1,4,17,6,11,62,42,52,0.11,0,88,1978,35,1887,15,1923,62,1998,1.67,1948,5.5,1924
95,2012-04-02,17,8,12,17,6,11,1,0.2,0,0,6,0,-0.709929574,0,0.660851719,2,4,17,6,12,62,43,53,0.12,0,89,1963,41,1881,23,1907,57,1945,1.79,2005,0.5,1887
96,2012-04-03,23,6,14,17,6,12,2,0,0,0,4,0,-0.176773434,-2,-0.625721185,3,4,17,6,12,62,43,53,0.11,0,87,1963,40,1896,27,1906,62,1945,2.28,1901,3.5,1915
97,2012-04-04,24,12,18,17,6,12,6,0,0,0,0,0,0.850759947,-6,-0.528767991,4,4,17,6,12,63,43,53,0.11,0,85,2011,39,1881,27,1899,66,1981,0.97,1984,0.2,1944
98,2012-04-05,17,8,12,17,7,12,0,0,0,0,6,0,-0.5595747,0,-0.528767991,5,4,17,7,12,63,44,54,0.11,0,86,1910,36,1881,24,1881,61,1892,1.32,1905,0.5,1898
99,2012-04-06,17,6,12,17,7,12,0,0,0,0,6,0,-0.460566186,0,-0.528767991,6,4,17,7,12,63,44,54,0.1,0,92,1942,41,1881,26,1898,66,1947,2.23,1889,4,1889
100,2012-04-07,18,6,12,18,7,12,0,0,0,0,6,0,-0.356753034,0,-0.528767991,7,4,18,7,12,64,44,54,0.11,0,94,1929,38,1938,24,1982,64,1942,1.04,1988,0.6,1972
101,2012-04-08,23,9,16,18,7,12,4,0,0,0,2,0,1.070259102,-3,-0.436055338,8,4,18,7,13,64,45,55,0.11,0,93,1929,41,2003,29,2007,60,1926,2.13,1940,0.5,1916
102,2012-04-09,21,12,16,18,7,13,3,0,0,0,2,0,0.988533734,-3,-0.410425304,9,4,18,7,13,65,45,55,0.1,0,90,1959,41,1917,28,1972,66,1991,1.53,1906,1.5,1917
103,2012-04-10,20,7,14,18,7,13,1,0,0,0,4,0,0.234311674,-1,-0.410425304,10,4,18,7,13,65,45,55,0.11,0,91,2013,41,1894,28,1997,66,1922,1.57,1918,T,1975
104,2012-04-11,13,4,8,18,8,13,-5,0.03,0,0,10,0,-2.004522446,5,0.010075489,11,4,18,8,13,65,46,56,0.1,0,91,1930,38,1918,26,1909,65,1922,1.93,1919,2,1894
105,2012-04-12,17,6,12,19,8,13,-1,0,0,0,6,0,-0.448103574,1,-0.410425304,12,4,19,8,13,66,46,56,0.1,0,90,1977,38,1918,24,1874,63,1947,1.99,1913,2,1918
106,2012-04-13,19,7,13,19,8,13,0,0,0,0,5,0,0,0,-0.410425304,13,4,19,8,13,66,46,56,0.09,0,90,1977,41,1940,26,1874,60,1945,1.16,1961,0.1,1957
107,2012-04-14,24,8,16,19,8,14,2,0,0,0,2,0,1.04847179,-2,-0.410425304,14,4,19,8,14,66,47,57,0.1,0,91,1960,43,1943,24,1950,65,2014,3.04,1970,0.3,1923
108,2012-04-15,28,16,22,19,8,14,8,0,0,0,0,4,2.444040371,-8,-0.410425304,15,4,19,8,14,67,47,57,0.09,0,89,1941,40,1923,28,1904,63,2002,2.41,2007,0.2,1923
109,2012-04-16,32,17,24,19,8,14,10,0,0,0,0,6,2.233773397,-10,-0.296769782,16,4,19,8,14,67,47,57,0.1,0,92,2002,40,1935,29,1928,65,2002,2.09,1929,T,1988
110,2012-04-17,25,16,20,20,9,14,6,0,0,0,0,2,1.104894678,-6,-0.25819889,17,4,19,9,14,67,48,58,0.09,0,95,2002,36,1875,26,1875,65,2002,2.74,1910,T,1905
111,2012-04-18,17,12,14,20,9,14,0,0.13,0,0,4,0,-0.295676041,0,3.519676807,18,4,20,9,14,68,48,58,0.09,0,95,1976,33,1875,25,1875,67,2002,1.4,1924,T,2001
112,2012-04-19,22,10,16,20,9,14,2,0,0,0,2,0,0.205200235,-2,-0.314607983,19,4,20,9,14,68,48,58,0.09,0,93,1976,44,1926,22,1875,69,1896,1.75,1877,T,1983
113,2012-04-20,24,11,18,20,9,15,3,0,0,0,0,0,0.588765626,-4,-0.314607983,20,4,20,9,14,68,48,58,0.1,0,94,1941,47,1897,28,1904,67,1941,1.71,1940,T,1983
114,2012-04-21,28,14,21,20,9,15,6,0.41,0,0,0,3,1.134254011,-6,3.434531387,21,4,21,9,15,69,49,59,0.1,0,89,1976,47,1940,31,1875,64,1896,1.58,1929,,
115,2012-04-22,14,8,11,20,10,15,-4,3.23,0,0,7,0,-1.160339151,4,3.584202967,22,4,21,9,15,69,49,59,0.1,0,93,1985,47,1911,30,1875,65,1977,1.47,1883,T,1984
116,2012-04-23,10,6,8,21,10,15,-7,0.25,0,0,10,0,-1.557008182,7,-0.024167656,23,4,21,9,15,69,49,59,0.1,0,95,1960,43,1883,33,1933,68,1977,1.38,1921,T,1986
117,2012-04-24,18,6,12,21,10,15,-3,0,0,0,6,0,-0.663913802,4,-0.326263356,24,4,21,10,16,69,50,60,0.1,0,94,1960,45,1956,34,1930,65,1957,1.23,1977,T,2011
118,2012-04-25,22,7,14,21,10,15,-1,0,0,0,4,0,-0.257435964,2,-0.326263356,25,4,21,10,16,70,50,60,0.1,0,93,1960,42,1876,32,1883,66,1960,1.5,1889,T,1919
119,2012-04-26,18,13,16,21,10,16,0,0.08,0,0,2,0,0.04453092,0,-0.233885093,26,4,21,10,16,70,50,60,0.1,0,94,1915,48,1893,34,1883,65,1881,3.21,1889,,
120,2012-04-27,18,9,14,21,10,16,-2,0,0,0,4,0,-0.439480426,2,-0.330665131,27,4,21,11,16,70,51,61,0.1,0,95,1915,45,1928,38,1933,66,2011,1.64,1954,,
121,2012-04-28,13,7,10,21,10,16,-6,0.3,0,0,8,0,-1.244920829,6,0.008098939,28,4,22,11,16,71,51,61,0.11,0,92,1957,43,1898,33,1898,66,1990,1.4,1923,0.5,1898
122,2012-04-29,22,8,15,22,11,16,-1,0.08,0,0,3,0,-0.144660832,1,-0.266220587,29,4,22,11,16,71,51,61,0.11,0,91,1974,45,1874,30,1874,68,1956,2.05,1880,,
123,2012-04-30,19,10,14,22,11,16,-2,0,0,0,4,0,-0.265172211,3,-0.363618362,30,4,22,11,17,71,52,62,0.1,0,92,1942,47,1912,34,1874,67,1983,2.7,2014,T,2015
125,2012-05-01,29,16,22,22,11,16,6,0.38,0,0,0,4,1.75,-5,0.068513713,1,5,22,11,17,71,52,62,0.11,0,96,1942,51,1963,34,1876,66,1983,1.42,1976,T,1963
126,2012-05-02,23,14,18,22,11,17,1,0.05,0,0,0,0,0.813425011,-1,-0.339852706,2,5,22,11,17,72,52,62,0.12,0,89,1930,51,1877,35,1945,71,2010,1.36,1949,,
127,2012-05-03,27,13,20,22,11,17,3,0,0,0,0,2,1.165434299,-3,-0.389106491,3,5,22,11,17,72,52,62,0.12,0,91,1965,51,1897,36,1909,70,2010,2.41,1936,,
128,2012-05-04,29,18,24,22,12,17,7,0.3,0,0,0,6,1.76435908,-7,-0.047485594,4,5,22,12,17,72,53,63,0.12,0,93,1928,48,1874,39,1986,68,1942,1.77,1922,,
129,2012-05-05,28,18,23,22,12,17,6,0,0,0,0,5,1.377802034,-6,-0.41590831,5,5,23,12,17,73,53,63,0.12,0,94,1928,46,1917,39,1926,66,1887,3.24,1953,T,1993
130,2012-05-06,22,16,19,23,12,17,2,0,0,0,0,1,0.616050381,-2,-0.380330417,6,5,23,12,17,73,53,63,0.12,0,93,1950,50,1908,37,1911,67,1949,1.27,1912,,
