ID,Date,Act.High,Act.Low,Act.Avg,Norm.High,Norm.Low,Norm.Avg,Norm.Dept,Precip.Amt,Snow.Amt,Snow.Ground,Heat.Deg.Day,Cool.Deg.Day,ZSCORE.Avg.Temp,Absolute.Dev.Avg.Temp,ZSCORE.Precip.Amt,DAY,MONTH,NMAXTEMPC,NMINTEMPC,NORMAVGTEMPC,NMAXTEMPF,NMINTEMPF,NAVGTEMPF,NPRECIP,NSNOW,RECORDMAXTEMP,RECORDMAXYR,RECORDLOWMAX,RECORDLOMAXYR,RECORDMINTEMP,RMXYR,RECORDHIGHMIN,RHIMNYR,MAXPRECIP,MXPRCPYR,MAXSNOW,MXSNYR
367,2012-12-26,7,1,4,7,-1,3,1,3.61,5.1,0,14,0,-0.93185537,-1,3.309947037,26,12,7,-1,3,44,30,37,0.09,0.1,72,1889,18,1914,4,1935,52,1982,1.42,2012,10,1890
368,2012-12-27,6,3,4,7,-1,3,1,0.05,0,0,14,0,-0.86409876,-1,-0.400407367,27,12,7,-1,3,44,30,37,0.09,0.1,72,1971,17,1925,2,1914,51,2015,1.16,1894,3.3,1939
369,2012-12-28,7,2,4,7,-1,3,1,0,0,0,14,0,-0.801874394,-1,-0.452543743,28,12,7,-1,3,44,30,37,0.09,0.1,75,1946,19,1894,10,1914,50,2008,1.38,1922,2,1993
370,2012-12-29,7,1,4,7,-1,3,1,0.46,0,0,14,0,-0.7698316,-1,-0.004904645,29,12,7,-1,3,44,30,37,0.09,0.1,75,1984,14,1880,2,1917,49,1940,2.57,1901,5,1935
371,2012-12-30,6,0,3,7,-1,3,0,0,0,0,15,0,-0.951765849,0,-0.488362478,30,12,7,-1,3,44,30,37,0.08,0.1,70,1990,9,1917,-7,1880,51,1990,1.81,1877,1.3,1935
372,2012-12-31,5,-2,2,6,-1,2,0,0,0,0,16,0,-1.10128753,1,-0.469343351,31,12,7,-2,3,44,29,37,0.08,0.1,70,1965,12,1917,-13,1880,52,1884,1.68,1975,4.9,1970
373,2013-01-01,7,3,5,6,-1,2,3,0,0,0,13,0,-0.068773031,-2,-0.454561491,1,1,7,-2,3,44,29,37,0.09,0.1,69,2005,17,1918,-14,1881,51,1876,1.52,2003,4.5,1899
374,2013-01-02,4,-1,2,6,-2,2,0,0,0,0,16,0,-1.089213008,0,-0.454561491,2,1,6,-2,2,43,29,36,0.08,0.2,71,1876,15,1918,-1,1899,52,1876,1.44,1979,4.5,1925
375,2013-01-03,3,-1,1,6,-2,2,-1,0,0,0,17,0,-1.312957464,1,-0.454561491,3,1,6,-2,2,43,29,36,0.09,0.1,68,2004,10,1879,-3,1877,52,2000,1.87,1914,2.4,1988
376,2013-01-04,8,-3,2,6,-2,2,0,0,0,0,16,0,-0.792729244,0,-0.369352185,4,1,6,-2,2,43,29,36,0.08,0.1,73,1997,16,1879,-3,1877,60,1950,2.28,1886,2.1,1980
377,2013-01-05,8,-1,4,6,-2,2,2,0.03,0,0,14,0,0.495594628,-2,-0.292101666,5,1,6,-2,2,43,29,36,0.09,0.1,71,1997,18,1896,-3,1877,56,1950,1.44,1949,4.8,1980
378,2013-01-06,11,1,6,6,-2,2,4,0,0,0,12,0,1.682668283,-4,-0.324477466,6,1,6,-2,2,43,29,36,0.09,0.1,73,2007,14,1884,2,1884,56,2007,1.35,1905,9,1892
379,2013-01-07,9,1,5,6,-2,2,3,0,0,0,13,0,0.903696114,-3,-0.324477466,7,1,6,-2,2,43,29,36,0.09,0.2,76,1907,18,1878,5,1884,55,1946,1.33,1908,13,1996
380,2013-01-08,12,-1,6,6,-2,2,4,0,0,0,12,0,1.3353219,-4,-0.297609859,8,1,6,-2,2,43,29,36,0.09,0.1,73,2008,16,1942,0,1878,57,1998,2.21,1884,6.3,1988
381,2013-01-09,12,1,6,6,-2,2,4,0.03,0,0,12,0,1.3353219,-4,-0.267664693,9,1,6,-2,2,43,29,36,0.09,0.2,76,1937,12,1970,4,1970,56,1937,1.87,1879,2.9,1926
382,2013-01-10,14,6,10,6,-2,2,8,0,0,0,8,0,2.547100174,-8,-0.322610338,10,1,6,-2,2,43,29,36,0.09,0.1,70,1950,15,1982,-3,1875,50,1950,0.81,1965,3.8,1965
383,2013-01-11,8,3,6,6,-2,2,4,0.03,0,0,12,0,0.697822701,-4,-0.056613852,11,1,6,-2,2,43,29,36,0.1,0.2,75,1975,14,1886,2,1982,56,1975,1.72,1922,4.3,1904
384,2013-01-12,11,6,8,6,-2,2,6,0,0,0,10,0,1.350154312,-6,-0.311376184,12,1,6,-2,2,43,28,36,0.09,0.2,76,1890,15,1886,3,1886,47,1890,2.77,1915,5,1893
385,2013-01-13,13,6,10,6,-2,2,8,0,0,0,8,0,1.752562227,-8,-0.483045892,13,1,6,-2,2,43,28,36,0.09,0.2,75,1932,8,1912,-8,1912,60,1932,1.26,1948,6.4,1982
386,2013-01-14,17,6,12,6,-2,2,10,0.23,0,0,6,0,1.93917938,-10,3.535296778,14,1,6,-2,2,43,28,36,0.1,0.2,76,1932,20,1912,-13,1912,52,1995,1.82,2005,1.6,1957
387,2013-01-15,6,3,4,6,-2,2,2,2.01,0,0,14,0,-0.572490755,-2,3.59133493,15,1,6,-2,2,43,28,36,0.09,0.2,77,1932,17,1893,4,1886,56,1995,1.18,1885,8.5,1892
388,2013-01-16,6,3,4,6,-2,2,2,0.74,0,0,14,0,-0.546310119,-2,0.999647701,16,1,6,-2,2,43,28,36,0.09,0.2,73,1953,15,1893,2,1893,45,1894,1,1909,2.2,1965
389,2013-01-17,8,4,6,6,-2,2,4,0.03,0,0,12,0,0,-4,-0.330367189,17,1,6,-2,2,43,28,36,0.09,0.3,74,1943,10,1982,-5,1982,48,1913,1.09,1994,5.5,1935
390,2013-01-18,4,-1,2,6,-2,2,0,0,0,0,16,0,-1.407127429,0,-0.386467278,18,1,6,-2,2,43,28,36,0.09,0.2,69,1990,21,1977,-6,1893,50,1990,1.3,1980,3.6,1984
391,2013-01-19,12,1,6,6,-2,2,4,0,0,0,12,0,-0.125139743,-4,-0.386467278,19,1,6,-2,2,43,28,36,0.09,0.2,71,1951,8,1994,-4,1994,49,1986,1.41,1936,7,1961
392,2013-01-20,17,3,10,6,-2,2,8,0,0,0,8,0,1.193196867,-8,-0.382181624,20,1,6,-2,2,43,28,36,0.09,0.2,70,1951,18,1994,-2,1985,47,1900,1.77,1937,3.8,1975
393,2013-01-21,8,0,4,6,-2,2,2,0,0,0,14,0,-0.920884723,-2,-0.382181624,21,1,6,-2,2,43,28,36,0.1,0.2,70,1959,17,1985,-4,1985,44,1906,1.41,1902,3.8,2014
394,2013-01-22,0,-7,-4,6,-2,2,-6,0,0,0,22,0,-2.545875386,6,-0.382181624,22,1,6,-2,2,43,28,36,0.09,0.2,76,1927,19,2014,1,1893,51,1916,1.49,1987,10.8,1987
395,2013-01-23,-2,-9,-6,6,-2,2,-8,0,0,0,24,0,-2.238721096,8,-0.382181624,23,1,7,-2,2,44,28,36,0.09,0.2,72,1974,16,1936,0,1936,50,1932,1.79,1998,11.3,2016
396,2013-01-24,-2,-7,-4,6,-2,2,-6,0.08,9.9,0,22,0,-1.543818285,7,-0.239470862,24,1,7,-2,3,44,29,37,0.09,0.2,73,1950,18,1948,3,1963,47,1950,1.34,1923,9.5,1940
397,2013-01-25,-4,-7,-6,7,-2,2,-8,0.05,9.9,0,24,0,-1.597335996,9,-0.302532247,25,1,7,-2,3,44,29,37,0.09,0.2,75,1950,16,1897,3,1935,54,1950,1.66,1978,9.3,2000
398,2013-01-26,3,-4,0,7,-2,2,-2,0,0,0,18,0,-0.515771379,3,-0.391965349,26,1,7,-2,3,44,29,37,0.09,0.2,79,1950,17,1961,5,1948,56,1950,1.52,2011,6.9,1966
399,2013-01-27,3,-3,0,7,-2,2,-2,0,0,0,18,0,-0.434584832,3,-0.391965349,27,1,7,-2,3,44,29,37,0.08,0.1,75,1974,22,1961,6,1935,55,1916,0.99,1967,5,1922
400,2013-01-28,8,1,4,7,-2,2,2,0.33,3,0,14,0,0.340913391,-1,0.185598672,28,1,7,-2,3,44,29,37,0.1,0.2,73,1949,18,1897,-2,1935,48,1944,2.15,1922,21,1922
401,2013-01-29,21,5,13,7,-2,2,11,0,0,0,5,0,1.925591314,-10,-0.403768044,29,1,7,-2,3,44,29,37,0.09,0.3,76,1975,16,1966,2,1873,46,1974,1.02,1912,12,1966
402,2013-01-30,22,11,16,7,-2,2,14,2.18,0,0,2,0,1.956649934,-13,3.390546596,30,1,7,-2,3,44,29,37,0.09,0.2,77,2002,16,1934,-6,1873,52,2013,0.97,1939,11.5,1930
403,2013-01-31,19,0,10,7,-2,3,7,0.71,0,0,8,0,0.958638275,-7,0.844283799,31,1,7,-2,3,44,29,37,0.1,0.2,71,1916,22,1936,-2,1905,46,1916,1.18,1878,5.7,1949
404,2013-02-01,2,-6,-2,7,-2,3,-5,0.03,5.1,0,20,0,-0.697410295,5,-0.340268436,1,2,7,-2,3,44,29,37,0.1,0.2,77,2002,19,1900,6,1935,48,2012,2.05,2008,8,1934
405,2013-02-02,1,-8,-4,7,-2,3,-7,0.05,5.1,0,22,0,-0.898164649,7,-0.311918893,2,2,7,-2,3,45,29,37,0.09,0.3,72,1990,14,1881,2,1904,46,1990,2.11,1897,5.3,1996
406,2013-02-03,2,-3,0,7,-2,3,-3,0,0,0,18,0,-0.288798588,3,-0.399209628,3,2,7,-2,3,45,29,37,0.1,0.2,65,1927,16,1905,0,1895,44,2006,1.48,2014,9.2,1886
407,2013-02-04,3,-3,0,7,-1,3,-3,0,0,0,18,0,-0.205211415,3,-0.399209628,4,2,7,-2,3,45,29,37,0.1,0.3,70,1991,15,1886,2,1898,48,1952,2.02,1998,4.5,1995
408,2013-02-05,6,1,4,7,-1,3,1,0,0,0,14,0,0.381106914,-1,-0.399209628,5,2,7,-2,3,45,29,37,0.09,0.2,70,1991,13,1917,-2,1918,52,1890,0.8,1908,8.7,2010
409,2013-02-06,9,1,5,7,-1,3,2,0,0,0,13,0,0.447213595,-2,-0.399209628,6,2,7,-1,3,45,30,38,0.09,0.2,74,2008,10,1895,1,1895,55,2008,2.29,1896,9.1,2010
410,2013-02-07,5,0,2,7,-1,3,-1,0,0,0,16,0,-0.0841972,1,-0.399209628,7,2,7,-1,3,45,30,38,0.09,0.3,64,2008,10,1895,3,1907,47,1904,1.29,1951,14.4,1936
411,2013-02-08,7,1,4,8,-1,3,1,0.51,0,0,14,0,0.15359728,-1,0.438977466,8,2,8,-1,3,46,30,38,0.1,0.2,68,2015,12,1895,0,1895,42,1882,1.63,1961,6.4,1961
412,2013-02-09,6,-1,2,8,-1,3,-1,0,0,0,16,0,-0.288166361,1,-0.4402007,9,2,8,-1,3,46,30,38,0.09,0.2,70,2001,10,1899,-7,1899,46,1990,1.92,1885,5.4,1906
413,2013-02-10,8,-3,2,8,-1,3,-1,0,0,0,16,0,-0.316110883,1,-0.4402007,10,2,8,-1,3,46,30,38,0.1,0.2,68,1960,4,1899,-8,1899,53,1925,0.83,1881,9.3,1926
414,2013-02-11,12,3,8,8,-1,3,5,0.71,0,0,10,0,0.680854209,-5,0.700051094,11,2,8,-1,3,46,30,38,0.09,0.2,76,1932,12,1899,-15,1899,47,1887,1.91,1983,16.4,1983
415,2013-02-12,15,4,10,8,-1,3,7,0,0,0,8,0,0.93932102,-7,-0.474406483,12,2,8,-1,3,46,30,38,0.09,0.2,74,1999,11,1899,4,1899,51,1932,1.37,1985,7,1899
416,2013-02-13,9,1,5,8,-1,4,1,0.48,0,0,13,0,0.166848941,-1,0.28803597,13,2,8,-1,4,47,31,39,0.09,0.3,72,1951,10,1899,2,1917,53,1880,1.77,1971,12,1899
417,2013-02-14,10,2,6,8,-1,4,2,0,0,0,12,0,0.620006195,-2,-0.595259078,14,2,8,-1,4,47,31,39,0.1,0.2,73,1990,17,1916,4,1905,54,1984,0.98,1940,4.9,1885
418,2013-02-15,16,2,9,8,-1,4,5,0.25,0,0,9,0,1.407560811,-5,0.484008025,15,2,8,-1,4,47,31,39,0.09,0.2,77,1949,18,1943,-6,1899,52,1909,1.38,1958,12.9,1958
419,2013-02-16,5,1,3,8,-1,4,-1,0.05,0,0,15,0,-0.198574998,1,-0.366717173,16,2,8,-1,4,47,31,39,0.1,0.2,75,1954,18,1904,5,1905,54,1954,2.14,2003,13.3,2003
420,2013-02-17,1,-3,-1,9,0,4,-5,0,0,0,19,0,-1.492634245,5,-0.560253292,17,2,9,-1,4,48,31,40,0.09,0.2,79,1976,13,1958,5,1958,61,1891,0.91,1982,8.5,1900
421,2013-02-18,6,-6,0,9,0,4,-4,0,0,0,18,0,-1.190073249,4,-0.560253292,18,2,9,-1,4,48,31,40,0.09,0.2,77,2011,15,1979,3,1903,52,2011,1.1,1960,4.7,1979
422,2013-02-19,8,3,6,9,0,4,2,0.18,0,0,12,0,0.528305648,-2,0.147325082,19,2,9,0,4,48,32,40,0.09,0.2,74,1939,16,1903,4,1903,52,1981,1.67,1927,14,1979
423,2013-02-20,5,-3,1,9,0,4,-3,0,0,0,17,0,-0.958101169,3,-0.617632073,20,2,9,0,4,48,32,40,0.09,0.2,76,1930,18,1896,5,2015,59,1939,1.45,1921,7.6,1947
424,2013-02-21,5,-4,0,9,0,5,-5,0,0,0,18,0,-1.108911042,5,-0.617632073,21,2,9,0,5,49,32,41,0.1,0.2,75,1953,21,1885,7,1885,51,1954,1.44,1902,7.5,1929
425,2013-02-22,2,-1,0,9,0,5,-5,0.15,0,0,18,0,-1.03610365,5,-0.023003204,22,2,9,0,5,49,32,41,0.09,0.2,77,1874,21,1963,9,1963,60,1874,2.27,2003,4.5,1894
426,2013-02-23,8,1,4,9,0,5,-1,0.2,0,0,14,0,0.094191241,1,0.309865586,23,2,9,0,5,49,32,41,0.1,0.1,78,1874,27,1901,11,1907,51,1922,1.34,1994,6.9,1987
427,2013-02-24,12,2,7,10,0,5,2,0,0,0,11,0,0.832050294,-2,-0.638702535,24,2,9,1,5,49,33,41,0.09,0.2,78,1985,16,1914,1,1873,52,1975,1.67,1979,5.2,1966
428,2013-02-25,11,-1,5,10,0,5,0,0,0,0,13,0,0.224107597,1,-0.638702535,25,2,10,1,6,50,33,42,0.1,0.2,84,1930,21,1934,-1,1914,54,1891,1.19,1886,6.5,1894
429,2013-02-26,8,1,4,10,0,5,-1,1.57,0,0,14,0,0.019541945,2,3.398113947,26,2,10,1,6,50,33,42,0.09,0.1,74,1932,24,1904,12,1970,56,1890,1.21,1912,2.7,1993
430,2013-02-27,14,6,10,10,1,5,5,0.03,0,0,8,0,1.778316999,-4,-0.405361268,27,2,10,1,6,50,33,42,0.09,0.2,77,1997,19,1934,8,1934,51,1997,0.91,1958,3.5,1906
431,2013-02-28,9,6,8,10,1,5,3,0.03,0,0,10,0,1.085216303,-2,-0.336266386,28,2,11,1,6,51,33,42,0.09,0.1,82,1948,27,1934,-1,1934,56,1910,1.13,1902,3.1,1964
435,2013-03-01,8,3,6,10,1,6,0,0,0,0,12,0,0.523897525,0,-0.411549905,1,3,11,1,6,51,34,43,0.09,0.1,80,1976,21,1980,13,1884,57,1910,0.92,1954,4.8,1905
436,2013-03-02,4,0,2,11,1,6,-4,0,0,0,16,0,-0.500357526,4,-0.36845727,2,3,11,1,6,51,34,43,0.1,0.1,77,1972,25,1980,13,1925,59,1972,1.65,1994,4.5,2009
437,2013-03-03,7,-1,3,11,1,6,-3,0,0,0,15,0,-0.20014301,3,-0.359154417,3,3,11,1,6,51,34,43,0.09,0.1,79,1923,26,1960,11,1925,51,1991,1.75,1909,7.1,1960
438,2013-03-04,8,-1,4,11,1,6,-2,0,0,0,14,0,0,2,-0.359154417,4,3,11,1,6,52,34,43,0.09,0.1,82,1983,20,1873,4,1873,58,1974,1.24,1993,9.8,1909
439,2013-03-05,12,0,6,11,1,6,0,0,0,0,12,0,0.552052447,1,-0.359154417,5,3,11,2,7,52,35,44,0.1,0,83,1976,23,1872,6,1872,59,1880,1.52,1965,4.8,2015
440,2013-03-06,5,1,3,11,2,6,-3,2.62,5.1,0,15,0,-0.416168087,4,3.063521851,6,3,11,2,7,52,35,44,0.1,0.1,81,1961,21,1901,10,1888,53,1935,1.52,1932,5.2,1923
441,2013-03-07,11,3,7,12,2,7,0,0,0,0,11,0,0.850047437,0,-0.406115289,7,3,12,2,7,53,35,44,0.1,0.1,77,1961,27,1932,13,1890,58,1921,1.32,1880,8,1941
442,2013-03-08,11,3,7,12,2,7,0,0,0,0,11,0,0.750386478,0,-0.406115289,8,3,12,2,7,53,35,44,0.11,0.1,85,2000,28,1996,14,1986,59,1921,1.97,1995,5.8,1911
443,2013-03-09,17,1,9,12,2,7,2,0,0,0,9,0,1.418271572,-2,-0.391209736,9,3,12,2,7,53,36,45,0.1,0,80,1964,26,1932,16,1932,52,2000,2.79,1881,8.4,1999
444,2013-03-10,17,3,10,12,2,7,3,0,0,0,8,0,1.543345695,-3,-0.371876162,10,3,12,2,7,54,36,45,0.1,0.1,79,2016,31,1932,14,1932,57,2016,1.72,1871,5.3,1907
445,2013-03-11,17,7,12,12,2,7,5,0,0,0,6,0,1.884702512,-5,-0.371876162,11,3,12,2,7,54,36,45,0.1,0.1,78,1967,30,1934,15,1960,57,2016,1.65,1888,6,1888
446,2013-03-12,16,6,11,12,2,7,4,2.11,0,0,7,0,1.326263307,-4,1.894624645,12,3,12,2,7,54,36,45,0.11,0,89,1990,30,1900,11,1900,55,1898,2.6,1878,2,1968
447,2013-03-13,11,2,6,13,3,8,-2,0,0,0,12,0,-0.302889241,2,-0.381896705,13,3,13,3,8,55,37,46,0.11,0,87,1990,25,1888,14,1896,57,1977,2.29,1993,6.5,1993
448,2013-03-14,8,1,4,13,3,8,-4,0,0,0,14,0,-0.832205472,4,-0.379152554,14,3,13,3,8,55,37,46,0.11,0.1,86,1990,28,1993,13,1888,59,1929,1.66,1940,4,1937
449,2013-03-15,15,1,8,13,3,8,0,0,0,0,10,0,0.481803168,0,-0.376416116,15,3,13,3,8,56,37,47,0.12,0,82,2012,32,1932,15,1993,60,1990,1.45,1953,8,1900
450,2013-03-16,16,5,10,13,3,8,2,0.08,0,0,8,0,1.010486329,-2,-0.287938395,16,3,13,3,8,56,38,47,0.12,0.1,87,1945,28,1911,14,1911,63,1990,1.79,2007,5.2,1892
451,2013-03-17,6,3,4,13,3,8,-4,0,0,0,14,0,-0.981942984,4,-0.383651989,17,3,13,3,8,56,38,47,0.12,0,88,1945,25,1900,13,1900,56,1945,1.34,1990,3.9,2014
452,2013-03-18,4,1,2,14,3,8,-6,0.81,0,0,16,0,-1.574620075,7,0.518385876,18,3,14,3,9,57,38,48,0.12,0,81,1989,30,1941,13,1900,58,1927,1,1983,2.5,1892
453,2013-03-19,16,4,10,14,3,9,1,0,0,0,8,0,0.887032777,-1,-0.446145272,19,3,14,3,9,57,38,48,0.12,0,87,1945,27,1877,12,1876,56,2012,2.12,1958,2.3,1906
454,2013-03-20,12,4,8,14,4,9,-1,0,0,0,10,0,0.195698422,1,-0.446145272,20,3,14,4,9,57,39,48,0.13,0.1,83,1945,20,1885,12,1885,62,2012,1.95,2003,5.2,1914
455,2013-03-21,6,-1,2,14,4,9,-7,0,0,0,16,0,-1.678573818,7,-0.352195964,21,3,14,4,9,58,39,49,0.12,0,89,1921,31,1885,10,1885,59,2012,2.15,1918,5.3,1924
456,2013-03-22,10,-2,4,14,4,9,-5,0,0,0,14,0,-0.951765849,5,-0.352195964,22,3,14,4,9,58,39,49,0.12,0,90,1907,27,1885,17,1892,66,1948,1.83,1891,3.8,1914
457,2013-03-23,13,0,6,15,4,9,-3,0,0,0,12,0,-0.322731729,3,-0.352195964,23,3,14,4,9,58,40,49,0.12,0,93,1907,28,1885,16,1888,64,1929,1.85,2005,2.8,1934
458,2013-03-24,7,1,4,15,4,10,-6,0.1,0,0,14,0,-0.816392518,6,-0.188479086,24,3,15,4,10,59,40,50,0.12,0,85,1907,28,1906,17,1885,54,2012,1.45,1905,1.9,1990
459,2013-03-25,4,1,2,15,5,10,-8,1.32,36.1,0,16,0,-1.22563852,8,1.626346799,25,3,15,4,10,59,40,50,0.12,0.1,84,1939,33,1940,19,1940,66,1913,1.6,1876,1.7,2014
460,2013-03-26,11,2,6,15,5,10,-4,0,0,0,12,0,0.066040675,4,-0.467389652,26,3,15,5,10,59,41,50,0.12,0,87,1921,34,1894,23,1955,59,1913,2.16,1978,3,1900
461,2013-03-27,11,4,8,15,5,10,-2,0.03,0,0,10,0,0.873862898,3,-0.329213127,27,3,16,5,11,60,41,51,0.13,0,86,1921,34,1894,20,1894,62,1921,1.81,1919,6,1891
462,2013-03-28,10,4,7,16,5,10,-3,0,0,0,11,0,0.481543412,4,-0.407597205,28,3,16,5,11,60,41,51,0.12,0,85,1945,38,1891,21,1894,62,1908,1.63,1994,6,1891
463,2013-03-29,16,6,11,16,5,11,0,0,0,0,7,0,1.598710512,0,-0.407597205,29,3,16,5,11,61,41,51,0.12,0,92,1907,34,1887,18,1923,65,1989,1.64,1912,11.5,1942
464,2013-03-30,16,5,10,16,5,11,-1,0,0,0,8,0,1.176667949,1,-0.407597205,30,3,16,6,11,61,42,52,0.13,0,87,1998,38,1883,21,1887,64,1945,1.59,1974,4.8,1964
465,2013-03-31,13,7,10,16,6,11,-1,0.05,0,0,8,0,1.176667949,1,-0.271374417,31,3,16,6,11,61,42,52,0.12,0,85,1981,37,1890,21,1923,63,1998,1.82,1886,3,1890
466,2013-04-01,20,5,12,16,6,11,1,0,0,0,6,0,1.517457215,-1,-0.401842887,1,4,17,6,11,62,42,52,0.11,0,88,1978,35,1887,15,1923,62,1998,1.67,1948,5.5,1924
467,2013-04-02,11,4,8,17,6,11,-3,0,0,0,10,0,0.252621582,4,-0.295269298,2,4,17,6,12,62,43,53,0.12,0,89,1963,41,1881,23,1907,57,1945,1.79,2005,0.5,1887
468,2013-04-03,12,1,6,17,6,12,-6,0,0,0,12,0,-0.302889241,6,-0.295269298,3,4,17,6,12,62,43,53,0.11,0,87,1963,40,1896,27,1906,62,1945,2.28,1901,3.5,1915
469,2013-04-04,10,-1,4,17,6,12,-8,0.41,0,0,14,0,-0.845289037,8,0.815820054,4,4,17,6,12,63,43,53,0.11,0,85,2011,39,1881,27,1899,66,1981,0.97,1984,0.2,1944
470,2013-04-05,19,4,12,17,7,12,0,0.3,0,0,6,0,1.479255815,0,0.43962693,5,4,17,7,12,63,44,54,0.11,0,86,1910,36,1881,24,1881,61,1892,1.32,1905,0.5,1898
471,2013-04-06,15,4,10,17,7,12,-2,0,0,0,8,0,0.735588157,2,-0.424268784,6,4,17,7,12,63,44,54,0.1,0,92,1942,41,1881,26,1898,66,1947,2.23,1889,4,1889
472,2013-04-07,22,6,14,18,7,12,2,0,0,0,4,0,1.670386579,-2,-0.424268784,7,4,18,7,12,64,44,54,0.11,0,94,1929,38,1938,24,1982,64,1942,1.04,1988,0.6,1972
473,2013-04-08,27,12,20,18,7,12,8,0,0,0,0,2,2.440991036,-7,-0.402834429,8,4,18,7,13,64,45,55,0.11,0,93,1929,41,2003,29,2007,60,1926,2.13,1940,0.5,1916
474,2013-04-09,30,16,23,18,7,13,10,0,0,0,0,5,2.383102107,-10,-0.420236546,9,4,18,7,13,65,45,55,0.1,0,90,1959,41,1917,28,1972,66,1991,1.53,1906,1.5,1917
475,2013-04-10,33,17,25,18,7,13,12,0,0,0,0,7,2.116851579,-12,-0.420236546,10,4,18,7,13,65,45,55,0.11,0,91,2013,41,1894,28,1997,66,1922,1.57,1918,T,1975
476,2013-04-11,30,14,22,18,8,13,9,0,0,0,0,4,1.386188926,-9,-0.402270875,11,4,18,8,13,65,46,56,0.1,0,91,1930,38,1918,26,1909,65,1922,1.93,1919,2,1894
477,2013-04-12,24,12,18,19,8,13,5,2.03,0,0,0,0,0.67247091,-5,3.510648232,12,4,19,8,13,66,46,56,0.1,0,90,1977,38,1918,24,1874,63,1947,1.99,1913,2,1918
478,2013-04-13,21,9,15,19,8,13,2,0,0,0,3,0,0.166450076,-2,-0.354110939,13,4,19,8,13,66,46,56,0.09,0,90,1977,41,1940,26,1874,60,1945,1.16,1961,0.1,1957
479,2013-04-14,21,9,15,19,8,14,1,0,0,0,3,0,0.116060768,-1,-0.354110939,14,4,19,8,14,66,47,57,0.1,0,91,1960,43,1943,24,1950,65,2014,3.04,1970,0.3,1923
480,2013-04-15,17,14,16,19,8,14,2,0,0,0,2,0,0.214422507,-2,-0.347049799,15,4,19,8,14,67,47,57,0.09,0,89,1941,40,1923,28,1904,63,2002,2.41,2007,0.2,1923
481,2013-04-16,23,13,18,19,8,14,4,0,0,0,0,0,0.47103392,-4,-0.347049799,16,4,19,8,14,67,47,57,0.1,0,92,2002,40,1935,29,1928,65,2002,2.09,1929,T,1988
482,2013-04-17,27,16,22,20,9,14,8,0,0,0,0,4,0.977008421,-8,-0.347049799,17,4,19,9,14,67,48,58,0.09,0,95,2002,36,1875,26,1875,65,2002,2.74,1910,T,1905
483,2013-04-18,26,16,21,20,9,14,7,0.15,0,0,0,3,0.715133222,-7,-0.081418272,18,4,20,9,14,68,48,58,0.09,0,95,1976,33,1875,25,1875,67,2002,1.4,1924,T,2001
484,2013-04-19,26,11,18,20,9,14,4,3.48,0,0,0,0,0.015561897,-4,3.085346205,19,4,20,9,14,68,48,58,0.09,0,93,1976,44,1926,22,1875,69,1896,1.75,1877,T,1983
485,2013-04-20,17,9,13,20,9,15,-2,0.05,0,0,5,0,-1.192796809,1,-0.329694403,20,4,20,9,14,68,48,58,0.1,0,94,1941,47,1897,28,1904,67,1941,1.71,1940,T,1983
486,2013-04-21,13,6,10,20,9,15,-5,0,0,0,8,0,-1.908474894,5,-0.379547387,21,4,21,9,15,69,49,59,0.1,0,89,1976,47,1940,31,1875,64,1896,1.58,1929,,
487,2013-04-22,14,5,10,20,10,15,-5,0,0,0,8,0,-1.690621358,5,-0.379547387,22,4,21,9,15,69,49,59,0.1,0,93,1985,47,1911,30,1875,65,1977,1.47,1883,T,1984
488,2013-04-23,17,9,13,21,10,15,-2,0,0,0,5,0,-0.911235656,2,-0.379547387,23,4,21,9,15,69,49,59,0.1,0,95,1960,43,1883,33,1933,68,1977,1.38,1921,T,1986
489,2013-04-24,26,9,18,21,10,15,3,0,0,0,0,0,0.241581933,-2,-0.379547387,24,4,21,10,16,69,50,60,0.1,0,94,1960,45,1956,34,1930,65,1957,1.23,1977,T,2011
490,2013-04-25,18,8,13,21,10,15,-2,0.03,0,0,5,0,-0.801926356,3,-0.351904696,25,4,21,10,16,70,50,60,0.1,0,93,1960,42,1876,32,1883,66,1960,1.5,1889,T,1919
491,2013-04-26,20,8,14,21,10,16,-2,0,0,0,4,0,-0.446715307,2,-0.381839878,26,4,21,10,16,70,50,60,0.1,0,94,1915,48,1893,34,1883,65,1881,3.21,1889,,
492,2013-04-27,23,9,16,21,10,16,0,0,0,0,2,0,0.15139836,0,-0.276296593,27,4,21,11,16,70,51,61,0.1,0,95,1915,45,1928,38,1933,66,2011,1.64,1954,,
493,2013-04-28,20,11,16,21,10,16,0,0,0,0,2,0,0.132473565,0,-0.276296593,28,4,22,11,16,71,51,61,0.11,0,92,1957,43,1898,33,1898,66,1990,1.4,1923,0.5,1898
494,2013-04-29,17,12,14,22,11,16,-2,0.58,0,0,4,0,-0.41396952,2,0.328032552,29,4,22,11,16,71,51,61,0.11,0,91,1974,45,1874,30,1874,68,1956,2.05,1880,,
495,2013-04-30,17,13,15,22,11,16,-1,0.05,0,0,3,0,-0.112943633,2,-0.267350244,30,4,22,11,17,71,52,62,0.1,0,92,1942,47,1912,34,1874,67,1983,2.7,2014,T,2015
