STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
997314,99999, 20121204,   57.5,24, 9999.9, 0, 1022.3,24, 9999.9, 0, 999.9, 0,   3.2,21,   8.9, 999.9,   64.6*,  52.0*, 0.00I,999.9, 000000,
997314,99999, 20121205,   57.1,24, 9999.9, 0, 1018.6,24, 9999.9, 0, 999.9, 0,   8.0,24,  18.1, 999.9,   61.5*,  53.2*, 0.00I,999.9, 000000,
997314,99999, 20121206,   41.0,24, 9999.9, 0, 1026.5,24, 9999.9, 0, 999.9, 0,   5.3,22,  12.0, 999.9,   50.7*,  35.6*, 0.00I,999.9, 000000,
997314,99999, 20121207,   42.0,24, 9999.9, 0, 1021.8,24, 9999.9, 0, 999.9, 0,   4.3,24,   7.0, 999.9,   49.5*,  37.6*, 0.00I,999.9, 000000,
997314,99999, 20121208,   49.0,24, 9999.9, 0, 1014.0,24, 9999.9, 0, 999.9, 0,   3.2,24,   8.9, 999.9,   52.3*,  47.1*, 0.00I,999.9, 000000,
997314,99999, 20121209,   50.9,24, 9999.9, 0, 1018.3,24, 9999.9, 0, 999.9, 0,   2.8,23,   5.1, 999.9,   52.2*,  48.2*, 0.00I,999.9, 000000,
997314,99999, 20121210,   52.1,24, 9999.9, 0, 1010.0,24, 9999.9, 0, 999.9, 0,   3.4,22,   9.9, 999.9,   59.5*,  48.4*, 0.00I,999.9, 000000,
997314,99999, 20121211,   50.3,24, 9999.9, 0, 1010.4,24, 9999.9, 0, 999.9, 0,   8.0,24,  20.0, 999.9,   58.5*,  46.0*, 0.00I,999.9, 000000,
997314,99999, 20121212,   43.8,24, 9999.9, 0, 1026.2,24, 9999.9, 0, 999.9, 0,   4.7,24,   7.0, 999.9,   46.0*,  40.6*, 0.00I,999.9, 000000,
997314,99999, 20121213,   43.0,24, 9999.9, 0, 1029.9,24, 9999.9, 0, 999.9, 0,   3.4,24,   5.1, 999.9,   48.7*,  39.0*, 0.00I,999.9, 000000,
997314,99999, 20121214,   40.1,21, 9999.9, 0, 1026.8,21, 9999.9, 0, 999.9, 0,   2.8,17,   7.0, 999.9,   51.6*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20121215,   44.2,24, 9999.9, 0, 1024.0,24, 9999.9, 0, 999.9, 0,   2.4,21,   6.0, 999.9,   52.2*,  37.9*, 0.00I,999.9, 000000,
997314,99999, 20121216,   47.6,24, 9999.9, 0, 1017.3,24, 9999.9, 0, 999.9, 0,   3.0,23,   5.1, 999.9,   50.0*,  45.5*, 0.00I,999.9, 000000,
997314,99999, 20121217,   50.1,24, 9999.9, 0, 1009.4,24, 9999.9, 0, 999.9, 0,   2.6,21,   7.0, 999.9,   52.3*,  48.2*, 0.00I,999.9, 000000,
997314,99999, 20121218,   52.7,24, 9999.9, 0, 1002.0,24, 9999.9, 0, 999.9, 0,   6.0,23,  15.9, 999.9,   58.5*,  48.2*, 0.00I,999.9, 000000,
997314,99999, 20121219,   46.0,24, 9999.9, 0, 1011.6,24, 9999.9, 0, 999.9, 0,   5.7,24,  14.0, 999.9,   52.3*,  39.0*, 0.00I,999.9, 000000,
997314,99999, 20121220,   46.1,24, 9999.9, 0, 1019.9,24, 9999.9, 0, 999.9, 0,   4.4,23,   9.9, 999.9,   51.3*,  42.6*, 0.00I,999.9, 000000,
997314,99999, 20121221,   46.4,24, 9999.9, 0,  997.3,24, 9999.9, 0, 999.9, 0,  10.8,24,  16.9, 999.9,   57.9*,  39.2*, 0.00I,999.9, 000000,
997314,99999, 20121222,   40.5,24, 9999.9, 0, 1006.2,24, 9999.9, 0, 999.9, 0,  14.9,24,  22.0, 999.9,   42.8*,  39.6*, 0.00I,999.9, 000000,
997314,99999, 20121223,   37.7,24, 9999.9, 0, 1016.3,24, 9999.9, 0, 999.9, 0,   6.0,24,   9.9, 999.9,   46.2*,  32.7*, 0.00I,999.9, 000000,
997314,99999, 20121224,   37.1,24, 9999.9, 0, 1016.0,24, 9999.9, 0, 999.9, 0,   1.7,22,   7.0, 999.9,   41.9*,  33.3*, 0.00I,999.9, 000000,
997314,99999, 20121225,   40.2,24, 9999.9, 0, 1016.5,24, 9999.9, 0, 999.9, 0,   3.3,24,   8.0, 999.9,   49.6*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20121226,   37.7,24, 9999.9, 0, 1017.1,24, 9999.9, 0, 999.9, 0,   4.7,24,   8.0, 999.9,   44.1*,  32.9*, 0.00I,999.9, 000000,
997314,99999, 20121227,   39.2,24, 9999.9, 0, 1002.4,24, 9999.9, 0, 999.9, 0,  11.8,24,  22.0, 999.9,   43.3*,  37.4*, 0.00I,999.9, 000000,
997314,99999, 20121228,   38.5,24, 9999.9, 0, 1017.8,24, 9999.9, 0, 999.9, 0,   6.5,24,  12.0, 999.9,   42.1*,  36.1*, 0.00I,999.9, 000000,
997314,99999, 20121229,   38.2,24, 9999.9, 0, 1010.9,24, 9999.9, 0, 999.9, 0,   2.4,24,   5.1, 999.9,   40.5*,  33.6*, 0.00I,999.9, 000000,
997314,99999, 20121230,   39.3,24, 9999.9, 0, 1015.5,24, 9999.9, 0, 999.9, 0,  13.2,24,  21.0, 999.9,   42.3*,  37.4*, 0.00I,999.9, 000000,
997314,99999, 20121231,   34.3,23, 9999.9, 0, 1024.6,23, 9999.9, 0, 999.9, 0,   5.0,23,   8.9, 999.9,   39.6*,  30.7*, 0.00I,999.9, 000000,
997314,99999, 20130101,   40.9,24, 9999.9, 0, 1015.4,24, 9999.9, 0, 999.9, 0,   3.6,23,   6.0, 999.9,   44.1*,  38.7*, 0.00I,999.9, 000000,
997314,99999, 20130102,   37.9,24, 9999.9, 0, 1018.1,24, 9999.9, 0, 999.9, 0,   6.4,24,  11.1, 999.9,   43.5*,  34.9*, 0.00I,999.9, 000000,
997314,99999, 20130103,   33.3,23, 9999.9, 0, 1023.1,23, 9999.9, 0, 999.9, 0,   3.8,23,   8.0, 999.9,   37.2*,  30.4*, 0.00I,999.9, 000000,
997314,99999, 20130104,   36.0,24, 9999.9, 0, 1021.9,24, 9999.9, 0, 999.9, 0,   4.5,24,  12.0, 999.9,   44.4*,  31.5*, 0.00I,999.9, 000000,
997314,99999, 20130105,   39.2,24, 9999.9, 0, 1024.5,24, 9999.9, 0, 999.9, 0,   5.8,24,  13.0, 999.9,   45.0*,  35.8*, 0.00I,999.9, 000000,
997314,99999, 20130106,   41.2,24, 9999.9, 0, 1020.8,24, 9999.9, 0, 999.9, 0,   4.2,22,   9.9, 999.9,   50.7*,  32.7*, 0.00I,999.9, 000000,
997314,99999, 20130107,   44.5,24, 9999.9, 0, 1025.1,24, 9999.9, 0, 999.9, 0,   5.7,24,   9.9, 999.9,   48.4*,  42.1*, 0.00I,999.9, 000000,
997314,99999, 20130108,   39.1,24, 9999.9, 0, 1029.5,24, 9999.9, 0, 999.9, 0,   2.9,22,   8.0, 999.9,   52.2*,  31.3*, 0.00I,999.9, 000000,
997314,99999, 20130109,   40.7,24, 9999.9, 0, 1027.6,24, 9999.9, 0, 999.9, 0,   1.7,21,   6.0, 999.9,   47.5*,  33.1*, 0.00I,999.9, 000000,
997314,99999, 20130110,   49.0,24, 9999.9, 0, 1031.3,24, 9999.9, 0, 999.9, 0,   5.3,23,   9.9, 999.9,   55.0*,  44.1*, 0.00I,999.9, 000000,
997314,99999, 20130111,   43.4,24, 9999.9, 0, 1029.2,24, 9999.9, 0, 999.9, 0,   1.9,23,   4.1, 999.9,   52.3*,  37.9*, 0.00I,999.9, 000000,
997314,99999, 20130112,   44.1,24, 9999.9, 0, 1020.4,24, 9999.9, 0, 999.9, 0,   2.5,21,   7.0, 999.9,   47.1*,  41.9*, 0.00I,999.9, 000000,
997314,99999, 20130113,   46.2,24, 9999.9, 0, 1019.1,24, 9999.9, 0, 999.9, 0,   2.4,22,   5.1, 999.9,   53.2*,  41.7*, 0.00I,999.9, 000000,
997314,99999, 20130114,   54.2,24, 9999.9, 0, 1017.8,24, 9999.9, 0, 999.9, 0,   3.9,24,  14.0, 999.9,   58.3*,  50.4*, 0.00I,999.9, 000000,
997314,99999, 20130115,   42.7,24, 9999.9, 0, 1025.0,24, 9999.9, 0, 999.9, 0,   4.7,23,   8.9, 999.9,   53.1*,  39.9*, 0.00I,999.9, 000000,
997314,99999, 20130116,   38.5,24, 9999.9, 0, 1018.4,24, 9999.9, 0, 999.9, 0,   4.1,24,   8.9, 999.9,   41.9*,  36.3*, 0.00I,999.9, 000000,
997314,99999, 20130117,   43.0,24, 9999.9, 0, 1017.3,24, 9999.9, 0, 999.9, 0,   3.8,22,   8.9, 999.9,   45.1*,  41.2*, 0.00I,999.9, 000000,
997314,99999, 20130118,   38.0,24, 9999.9, 0, 1025.4,24, 9999.9, 0, 999.9, 0,   8.3,23,  15.0, 999.9,   41.9*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130119,   39.4,24, 9999.9, 0, 1027.3,24, 9999.9, 0, 999.9, 0,   9.7,24,  15.9, 999.9,   52.3*,  34.3*, 0.00I,999.9, 000000,
997314,99999, 20130120,   47.8,24, 9999.9, 0, 1013.3,24, 9999.9, 0, 999.9, 0,   8.8,24,  15.0, 999.9,   58.1*,  41.5*, 0.00I,999.9, 000000,
997314,99999, 20130121,   39.8,24, 9999.9, 0, 1016.4,24, 9999.9, 0, 999.9, 0,   5.4,24,  12.0, 999.9,   48.0*,  32.7*, 0.00I,999.9, 000000,
997314,99999, 20130122,   26.9,24, 9999.9, 0, 1018.7,24, 9999.9, 0, 999.9, 0,  14.0,24,  21.0, 999.9,   41.7*,  20.1*, 0.00I,999.9, 000000,
997314,99999, 20130123,   21.2,24, 9999.9, 0, 1025.9,24, 9999.9, 0, 999.9, 0,   8.1,24,  12.0, 999.9,   26.6*,  17.2*, 0.00I,999.9, 000000,
997314,99999, 20130124,   23.5,24, 9999.9, 0, 1024.4,24, 9999.9, 0, 999.9, 0,   6.7,24,  18.1, 999.9,   28.2*,  19.0*, 0.00I,999.9, 000000,
997314,99999, 20130125,   22.6,24, 9999.9, 0, 1030.1,24, 9999.9, 0, 999.9, 0,   6.1,24,  12.0, 999.9,   26.8*,  20.3*, 0.00I,999.9, 000000,
997314,99999, 20130126,   27.2,24, 9999.9, 0, 1021.8,24, 9999.9, 0, 999.9, 0,   4.6,24,   9.9, 999.9,   34.0*,  21.9*, 0.00I,999.9, 000000,
997314,99999, 20130127,   31.9,24, 9999.9, 0, 1032.4,24, 9999.9, 0, 999.9, 0,   4.4,24,   7.0, 999.9,   38.5*,  28.4*, 0.00I,999.9, 000000,
997314,99999, 20130128,   35.1,24, 9999.9, 0, 1028.4,24, 9999.9, 0, 999.9, 0,   5.6,24,   9.9, 999.9,   43.0*,  31.3*, 0.00I,999.9, 000000,
997314,99999, 20130129,   48.4,24, 9999.9, 0, 1018.1,24, 9999.9, 0, 999.9, 0,   3.0,24,   6.0, 999.9,   64.4*,  39.2*, 0.00I,999.9, 000000,
997314,99999, 20130130,   57.9,24, 9999.9, 0, 1009.8,24, 9999.9, 0, 999.9, 0,   7.1,23,  15.9, 999.9,   66.2*,  52.3*, 0.00I,999.9, 000000,
997314,99999, 20130131,   51.0,24, 9999.9, 0,  998.5,24, 9999.9, 0, 999.9, 0,  12.9,24,  21.0, 999.9,   65.1*,  39.0*, 0.00I,999.9, 000000,
997314,99999, 20130201,   31.4,24, 9999.9, 0, 1015.6,24, 9999.9, 0, 999.9, 0,  11.7,24,  25.1, 999.9,   38.3*,  26.6*, 0.00I,999.9, 000000,
997314,99999, 20130202,   24.2,24, 9999.9, 0, 1026.5,24, 9999.9, 0, 999.9, 0,   7.2,24,  14.0, 999.9,   31.8*,  19.9*, 0.00I,999.9, 000000,
997314,99999, 20130203,   30.6,24, 9999.9, 0, 1014.3,24, 9999.9, 0, 999.9, 0,   3.9,24,   8.9, 999.9,   34.2*,  27.9*, 0.00I,999.9, 000000,
997314,99999, 20130204,   31.7,24, 9999.9, 0, 1016.0,24, 9999.9, 0, 999.9, 0,   7.3,24,  15.9, 999.9,   35.2*,  27.3*, 0.00I,999.9, 000000,
997314,99999, 20130205,   37.5,24, 9999.9, 0, 1012.5,24, 9999.9, 0, 999.9, 0,   2.7,23,   6.0, 999.9,   41.7*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130206,   39.3,24, 9999.9, 0, 1017.8,24, 9999.9, 0, 999.9, 0,   5.3,24,  13.0, 999.9,   45.0*,  34.3*, 0.00I,999.9, 000000,
997314,99999, 20130207,   36.5,24, 9999.9, 0, 1028.5,24, 9999.9, 0, 999.9, 0,   3.3,22,   6.0, 999.9,   41.4*,  32.0*, 0.00I,999.9, 000000,
997314,99999, 20130208,   38.0,24, 9999.9, 0, 1016.4,24, 9999.9, 0, 999.9, 0,   5.4,24,  11.1, 999.9,   41.9*,  34.0*, 0.00I,999.9, 000000,
997314,99999, 20130209,   36.7,24, 9999.9, 0, 1018.3,24, 9999.9, 0, 999.9, 0,  15.2,24,  22.9, 999.9,   42.4*,  31.3*, 0.00I,999.9, 000000,
997314,99999, 20130210,   35.6,24, 9999.9, 0, 1029.6,24, 9999.9, 0, 999.9, 0,   4.1,23,   8.9, 999.9,   42.4*,  28.4*, 0.00I,999.9, 000000,
997314,99999, 20130211,   41.8,24, 9999.9, 0, 1018.0,24, 9999.9, 0, 999.9, 0,   6.1,24,  11.1, 999.9,   51.1*,  37.8*, 0.00I,999.9, 000000,
997314,99999, 20130212,   50.3,24, 9999.9, 0, 1011.6,24, 9999.9, 0, 999.9, 0,   6.4,24,  19.0, 999.9,   56.7*,  44.8*, 0.00I,999.9, 000000,
997314,99999, 20130213,   42.1,24, 9999.9, 0, 1010.9,24, 9999.9, 0, 999.9, 0,   3.2,23,   6.0, 999.9,   50.9*,  36.1*, 0.00I,999.9, 000000,
997314,99999, 20130214,   39.6,24, 9999.9, 0, 1012.0,24, 9999.9, 0, 999.9, 0,   5.2,24,  13.0, 999.9,   49.3*,  35.6*, 0.00I,999.9, 000000,
997314,99999, 20130215,   44.2,24, 9999.9, 0, 1015.5,24, 9999.9, 0, 999.9, 0,   4.4,24,  18.1, 999.9,   55.9*,  37.8*, 0.00I,999.9, 000000,
997314,99999, 20130216,   39.1,24, 9999.9, 0, 1014.3,24, 9999.9, 0, 999.9, 0,   5.0,24,  13.0, 999.9,   48.0*,  37.0*, 0.00I,999.9, 000000,
997314,99999, 20130217,   31.7,24, 9999.9, 0, 1012.9,24, 9999.9, 0, 999.9, 0,  12.8,24,  22.9, 999.9,   37.4*,  28.0*, 0.00I,999.9, 000000,
997314,99999, 20130218,   29.6,24, 9999.9, 0, 1025.0,24, 9999.9, 0, 999.9, 0,   8.7,24,  20.0, 999.9,   41.2*,  23.7*, 0.00I,999.9, 000000,
997314,99999, 20130219,   40.6,24, 9999.9, 0, 1016.5,24, 9999.9, 0, 999.9, 0,   8.7,24,  12.0, 999.9,   45.7*,  38.7*, 0.00I,999.9, 000000,
997314,99999, 20130220,   37.7,24, 9999.9, 0, 1013.7,24, 9999.9, 0, 999.9, 0,  11.3,24,  18.1, 999.9,   45.5*,  32.9*, 0.00I,999.9, 000000,
997314,99999, 20130221,   30.4,24, 9999.9, 0, 1021.8,24, 9999.9, 0, 999.9, 0,  10.7,24,  18.1, 999.9,   38.5*,  26.2*, 0.00I,999.9, 000000,
997314,99999, 20130222,   33.1,24, 9999.9, 0, 1026.9,24, 9999.9, 0, 999.9, 0,   4.6,24,   8.9, 999.9,   36.1*,  32.0*, 0.00I,999.9, 000000,
997314,99999, 20130223,   37.2,24, 9999.9, 0, 1018.6,24, 9999.9, 0, 999.9, 0,   2.7,23,   5.1, 999.9,   46.2*,  33.3*, 0.00I,999.9, 000000,
997314,99999, 20130224,   45.2,24, 9999.9, 0, 1010.9,24, 9999.9, 0, 999.9, 0,   7.3,24,  15.0, 999.9,   50.2*,  41.5*, 0.00I,999.9, 000000,
997314,99999, 20130225,   38.4,24, 9999.9, 0, 1020.9,24, 9999.9, 0, 999.9, 0,   6.2,24,  14.0, 999.9,   48.0*,  31.8*, 0.00I,999.9, 000000,
997314,99999, 20130226,   38.5,24, 9999.9, 0, 1020.4,24, 9999.9, 0, 999.9, 0,   4.0,20,   8.0, 999.9,   44.2*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130227,   46.9,24, 9999.9, 0, 1002.9,24, 9999.9, 0, 999.9, 0,   5.5,24,   9.9, 999.9,   55.0*,  41.0*, 0.00I,999.9, 000000,
997314,99999, 20130228,   45.2,24, 9999.9, 0, 1004.4,24, 9999.9, 0, 999.9, 0,   6.9,23,  11.1, 999.9,   50.5*,  42.1*, 0.00I,999.9, 000000,
997314,99999, 20130301,   42.5,24, 9999.9, 0, 1008.1,24, 9999.9, 0, 999.9, 0,   9.6,24,  13.0, 999.9,   43.5*,  41.0*, 0.00I,999.9, 000000,
997314,99999, 20130302,   36.6,24, 9999.9, 0, 1011.3,24, 9999.9, 0, 999.9, 0,   9.8,24,  14.0, 999.9,   41.7*,  34.0*, 0.00I,999.9, 000000,
997314,99999, 20130303,   34.8,24, 9999.9, 0, 1010.7,24, 9999.9, 0, 999.9, 0,  10.0,24,  15.0, 999.9,   40.1*,  31.6*, 0.00I,999.9, 000000,
997314,99999, 20130304,   35.4,24, 9999.9, 0, 1014.2,24, 9999.9, 0, 999.9, 0,  12.4,24,  16.9, 999.9,   43.5*,  31.1*, 0.00I,999.9, 000000,
997314,99999, 20130305,   40.0,24, 9999.9, 0, 1016.7,24, 9999.9, 0, 999.9, 0,   4.9,24,   8.0, 999.9,   49.8*,  34.9*, 0.00I,999.9, 000000,
997314,99999, 20130306,   37.7,24, 9999.9, 0, 1006.7,24, 9999.9, 0, 999.9, 0,   7.1,24,  14.0, 999.9,   43.7*,  34.0*, 0.00I,999.9, 000000,
997314,99999, 20130307,   43.0,24, 9999.9, 0, 1017.0,24, 9999.9, 0, 999.9, 0,   9.0,24,  18.1, 999.9,   48.7*,  39.2*, 0.00I,999.9, 000000,
997314,99999, 20130308,   42.8,23, 9999.9, 0, 1020.9,23, 9999.9, 0, 999.9, 0,  10.9,23,  16.9, 999.9,   48.9*,  38.5*, 0.00I,999.9, 000000,
997314,99999, 20130309,   47.3,24, 9999.9, 0, 1025.2,24, 9999.9, 0, 999.9, 0,   6.2,24,  12.0, 999.9,   59.7*,  37.6*, 0.00I,999.9, 000000,
997314,99999, 20130310,   47.5,24, 9999.9, 0, 1025.5,24, 9999.9, 0, 999.9, 0,   3.0,22,   8.0, 999.9,   59.4*,  36.7*, 0.00I,999.9, 000000,
997314,99999, 20130311,   50.2,24, 9999.9, 0, 1021.6,24, 9999.9, 0, 999.9, 0,   6.0,24,   8.9, 999.9,   60.8*,  44.2*, 0.00I,999.9, 000000,
997314,99999, 20130312,   56.4,24, 9999.9, 0, 1010.3,24, 9999.9, 0, 999.9, 0,  12.0,24,  15.9, 999.9,   58.6*,  50.5*, 0.00I,999.9, 000000,
997314,99999, 20130313,   44.8,24, 9999.9, 0, 1013.9,24, 9999.9, 0, 999.9, 0,   7.7,24,  16.9, 999.9,   49.3*,  39.6*, 0.00I,999.9, 000000,
997314,99999, 20130314,   38.9,24, 9999.9, 0, 1018.2,24, 9999.9, 0, 999.9, 0,  13.4,24,  21.0, 999.9,   45.3*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130315,   43.6,24, 9999.9, 0, 1016.2,24, 9999.9, 0, 999.9, 0,   6.4,24,  16.9, 999.9,   57.0*,  36.9*, 0.00I,999.9, 000000,
997314,99999, 20130316,   50.4,24, 9999.9, 0, 1007.6,24, 9999.9, 0, 999.9, 0,   3.1,22,   9.9, 999.9,   57.6*,  45.0*, 0.00I,999.9, 000000,
997314,99999, 20130317,   40.9,24, 9999.9, 0, 1017.0,24, 9999.9, 0, 999.9, 0,   3.8,24,   7.0, 999.9,   46.8*,  37.8*, 0.00I,999.9, 000000,
997314,99999, 20130318,   38.0,24, 9999.9, 0, 1023.6,24, 9999.9, 0, 999.9, 0,   3.8,24,   7.0, 999.9,   41.2*,  33.1*, 0.00I,999.9, 000000,
997314,99999, 20130319,   44.2,24, 9999.9, 0, 1009.8,24, 9999.9, 0, 999.9, 0,   5.4,24,  15.9, 999.9,   58.1*,  38.1*, 0.00I,999.9, 000000,
997314,99999, 20130320,   46.1,22, 9999.9, 0, 1012.9,22, 9999.9, 0, 999.9, 0,   9.8,22,  18.1, 999.9,   55.0*,  39.4*, 0.00I,999.9, 000000,
997314,99999, 20130321,   38.8,24, 9999.9, 0, 1008.9,24, 9999.9, 0, 999.9, 0,  10.3,24,  18.1, 999.9,   50.7*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130322,   36.4,24, 9999.9, 0, 1012.9,24, 9999.9, 0, 999.9, 0,   9.1,24,  15.0, 999.9,   47.1*,  30.9*, 0.00I,999.9, 000000,
997314,99999, 20130323,   42.1,24, 9999.9, 0, 1015.3,24, 9999.9, 0, 999.9, 0,   5.6,24,  11.1, 999.9,   52.7*,  34.5*, 0.00I,999.9, 000000,
997314,99999, 20130324,   41.9,24, 9999.9, 0, 1012.8,24, 9999.9, 0, 999.9, 0,   4.1,24,   8.9, 999.9,   50.9*,  37.2*, 0.00I,999.9, 000000,
997314,99999, 20130325,   35.7,24, 9999.9, 0, 1001.9,24, 9999.9, 0, 999.9, 0,   4.2,24,  11.1, 999.9,   38.5*,  33.3*, 0.00I,999.9, 000000,
997314,99999, 20130326,   40.6,24, 9999.9, 0, 1008.6,24, 9999.9, 0, 999.9, 0,   7.9,23,  15.9, 999.9,   48.6*,  36.0*, 0.00I,999.9, 000000,
997314,99999, 20130327,   44.6,23, 9999.9, 0, 1016.4,23, 9999.9, 0, 999.9, 0,  10.8,23,  16.9, 999.9,   48.0*,  39.7*, 0.00I,999.9, 000000,
997314,99999, 20130328,   44.0,24, 9999.9, 0, 1019.8,24, 9999.9, 0, 999.9, 0,   9.0,24,  15.0, 999.9,   47.5*,  40.3*, 0.00I,999.9, 000000,
997314,99999, 20130329,   47.3,24, 9999.9, 0, 1023.1,24, 9999.9, 0, 999.9, 0,   7.8,24,  14.0, 999.9,   54.7*,  42.4*, 0.00I,999.9, 000000,
997314,99999, 20130330,   48.9,24, 9999.9, 0, 1021.8,24, 9999.9, 0, 999.9, 0,   2.0,24,   6.0, 999.9,   59.2*,  40.8*, 0.00I,999.9, 000000,
997314,99999, 20130331,   50.3,24, 9999.9, 0, 1015.3,24, 9999.9, 0, 999.9, 0,   3.3,24,  11.1, 999.9,   55.0*,  46.6*, 0.00I,999.9, 000000,
997314,99999, 20130401,   51.5,24, 9999.9, 0, 1008.1,24, 9999.9, 0, 999.9, 0,   6.7,24,  18.1, 999.9,   63.3*,  43.5*, 0.00I,999.9, 000000,
997314,99999, 20130402,   44.3,24, 9999.9, 0, 1017.2,24, 9999.9, 0, 999.9, 0,   8.9,24,  14.0, 999.9,   49.5*,  40.1*, 0.00I,999.9, 000000,
997314,99999, 20130403,   43.9,24, 9999.9, 0, 1023.1,24, 9999.9, 0, 999.9, 0,   8.6,24,  15.0, 999.9,   50.5*,  37.6*, 0.00I,999.9, 000000,
997314,99999, 20130404,   40.5,24, 9999.9, 0, 1027.7,24, 9999.9, 0, 999.9, 0,   5.6,24,  11.1, 999.9,   47.8*,  33.8*, 0.00I,999.9, 000000,
997314,99999, 20130405,   47.9,24, 9999.9, 0, 1014.6,24, 9999.9, 0, 999.9, 0,   6.8,24,  15.0, 999.9,   64.8*,  39.0*, 0.00I,999.9, 000000,
997314,99999, 20130406,   50.1,24, 9999.9, 0, 1021.9,24, 9999.9, 0, 999.9, 0,   6.3,24,  12.0, 999.9,   61.7*,  41.7*, 0.00I,999.9, 000000,
997314,99999, 20130407,   51.3,24, 9999.9, 0, 1022.4,24, 9999.9, 0, 999.9, 0,   9.7,24,  16.9, 999.9,   67.8*,  42.4*, 0.00I,999.9, 000000,
997314,99999, 20130408,   64.2,24, 9999.9, 0, 1016.3,24, 9999.9, 0, 999.9, 0,   5.4,24,   9.9, 999.9,   77.5*,  54.0*, 0.00I,999.9, 000000,
997314,99999, 20130409,   70.9,24, 9999.9, 0, 1015.7,24, 9999.9, 0, 999.9, 0,   5.9,24,  11.1, 999.9,   82.9*,  59.9*, 0.00I,999.9, 000000,
997314,99999, 20130410,   74.1,24, 9999.9, 0, 1012.8,24, 9999.9, 0, 999.9, 0,   6.1,24,  13.0, 999.9,   86.9*,  64.4*, 0.00I,999.9, 000000,
997314,99999, 20130411,   74.4,24, 9999.9, 0, 1009.5,23, 9999.9, 0, 999.9, 0,   4.5,23,   8.9, 999.9,   84.6*,  63.3*, 0.00I,999.9, 000000,
997314,99999, 20130412,   61.1,24, 9999.9, 0, 1005.7,24, 9999.9, 0, 999.9, 0,   4.0,24,   8.9, 999.9,   71.1*,  53.4*, 0.00I,999.9, 000000,
997314,99999, 20130413,   59.2,24, 9999.9, 0, 1009.9,24, 9999.9, 0, 999.9, 0,   5.3,24,  11.1, 999.9,   69.8*,  52.7*, 0.00I,999.9, 000000,
997314,99999, 20130414,   58.1,20, 9999.9, 0, 1016.2,16, 9999.9, 0, 999.9, 0,   3.6,17,   9.9, 999.9,   67.5*,  51.6*, 0.00I,999.9, 000000,
997314,99999, 20130415,   59.9,19, 9999.9, 0, 1023.5,13, 9999.9, 0, 999.9, 0,   3.6,18,   7.0, 999.9,   66.4*,  56.8*, 0.00I,999.9, 000000,
997314,99999, 20130416,   61.8,24, 9999.9, 0, 1024.5,24, 9999.9, 0, 999.9, 0,   5.2,24,  13.0, 999.9,   73.2*,  56.1*, 0.00I,999.9, 000000,
997314,99999, 20130417,   68.2,24, 9999.9, 0, 1021.1,24, 9999.9, 0, 999.9, 0,   4.1,24,  12.0, 999.9,   77.5*,  61.3*, 0.00I,999.9, 000000,
997314,99999, 20130418,   66.0,24, 9999.9, 0, 1021.6,24, 9999.9, 0, 999.9, 0,   5.2,24,  15.9, 999.9,   76.8*,  60.4*, 0.00I,999.9, 000000,
997314,99999, 20130419,   69.9,24, 9999.9, 0, 1011.0,24, 9999.9, 0, 999.9, 0,  11.1,24,  15.9, 999.9,   78.1*,  64.4*, 0.00I,999.9, 000000,
997314,99999, 20130420,   55.9,24, 9999.9, 0, 1014.1,24, 9999.9, 0, 999.9, 0,   9.8,24,  15.9, 999.9,   66.7*,  49.1*, 0.00I,999.9, 000000,
997314,99999, 20130421,   50.3,24, 9999.9, 0, 1031.2,24, 9999.9, 0, 999.9, 0,   5.0,24,   8.0, 999.9,   59.0*,  43.2*, 0.00I,999.9, 000000,
997314,99999, 20130422,   48.9,24, 9999.9, 0, 1033.6,24, 9999.9, 0, 999.9, 0,   3.6,24,   8.0, 999.9,   55.4*,  42.6*, 0.00I,999.9, 000000,
997314,99999, 20130423,   52.2,24, 9999.9, 0, 1026.2,24, 9999.9, 0, 999.9, 0,   3.3,24,   7.0, 999.9,   62.4*,  47.8*, 0.00I,999.9, 000000,
997314,99999, 20130424,   59.2,24, 9999.9, 0, 1016.6,24, 9999.9, 0, 999.9, 0,   6.3,24,  15.0, 999.9,   76.3*,  48.9*, 0.00I,999.9, 000000,
997314,99999, 20130425,   59.2,24, 9999.9, 0, 1020.1,24, 9999.9, 0, 999.9, 0,   9.6,24,  22.9, 999.9,   74.5*,  48.2*, 0.00I,999.9, 000000,
997314,99999, 20130426,   58.2,24, 9999.9, 0, 1027.8,24, 9999.9, 0, 999.9, 0,   3.3,24,   9.9, 999.9,   65.8*,  49.6*, 0.00I,999.9, 000000,
